886,310
885,315
883,319
890,318
885,315
884,309
886,304
880,308
885,316
885,310
881,308
885,316
889,316
882,314
879,314
916,319
996,322
1002,322
996,319
996,316
997,321
1000,316
1003,314
998,316
993,315
996,314
996,314
1005,315
1062,324
1174,310
1178,312
1180,310
1178,313
1182,318
1179,318
1181,315
1184,314
1181,314
1186,317
1182,319
1184,321
1186,321
1248,319
1277,327
1286,328
1287,317
1275,318
1283,318
1282,316
1273,322
1279,323
1277,322
1267,326
1273,329
1277,334
1275,328
1277,321
1240,321
884,297
822,298
301,402
321,379
303,370
300,373
304,372
303,368
302,365
298,361
297,359
295,358
299,359
276,364
249,363
248,361
248,368
251,371
239,401
261,499
35,1744
35,1744
465,736
452,744
313,586
310,589
333,523
318,482
315,436
316,434
305,414
319,414
315,417
306,384
305,373
324,399
324,395
323,423
318,415
316,424
314,421
320,417
366,412
382,403
379,399
369,391
373,387
372,384
369,382
377,389
374,394
375,375
376,370
377,380
375,377
375,356
385,356
398,379
437,375
447,376
449,375
443,377
443,375
448,363
449,364
451,367
458,367
452,372
458,376
458,374
458,370
457,373
456,377
460,380
459,382
489,381
547,377
551,368
557,372
560,376
562,373
560,370
555,371
555,371
561,369
561,367
548,375
550,382
555,372
554,365
557,359
556,357
534,363
522,372
524,383
530,393
532,391
529,374
526,371
529,372
528,373
529,382
528,384
525,373
523,364
529,368
526,372
518,372
528,370
531,366
654,351
650,360
650,363
652,360
651,364
653,361
654,355
654,354
651,349
646,354
645,360
651,357
653,362
645,364
649,358
652,362
650,450
652,493
871,824
263,1076
574,684
