322,206
335,206
325,216
302,241
308,352
790,775
790,775
613,272
621,271
635,228
628,226
636,182
634,165
641,143
642,137
641,122
638,120
634,116
636,120
658,133
692,140
799,127
805,137
807,134
794,132
792,143
800,144
801,151
805,153
801,134
815,127
921,126
955,126
948,123
952,119
952,129
956,132
948,128
930,130
732,144
628,144
242,221
257,231
261,228
257,226
259,218
255,217
251,224
253,221
247,214
241,221
243,226
253,222
262,231
285,225
295,206
300,205
307,210
302,214
290,208
283,208
290,207
295,208
291,209
293,208
287,212
290,206
352,190
353,196
357,201
366,203
350,200
342,190
350,189
351,195
355,192
351,190
352,190
364,194
412,199
425,193
412,187
406,194
407,186
407,178
405,187
406,189
400,190
395,188
396,182
395,187
402,208
433,208
466,188
475,182
470,185
468,196
476,187
477,186
474,198
472,194
467,193
472,195
473,187
474,182
491,191
505,193
523,189
522,184
520,182
519,183
519,184
524,185
526,185
522,190
526,191
529,189
522,190
520,193
530,200
551,194
573,183
573,188
574,198
568,200
574,199
578,204
577,210
582,209
576,211
571,208
571,207
576,203
577,206
575,213
590,213
624,209
666,201
661,205
658,223
658,227
665,217
667,213
662,220
665,220
665,217
661,213
653,215
688,215
741,212
740,215
746,208
747,202
747,210
741,212
732,214
737,218
740,214
739,207
734,202
746,207
801,210
811,212
809,210
815,212
818,219
812,223
813,219
817,213
811,212
808,214
805,215
806,213
850,206
873,209
875,216
875,203
881,200
883,206
877,203
870,206
871,207
874,207
870,208
873,207
894,207
929,209
965,212
962,211
960,207
956,210
959,216
962,216
962,213
966,212
964,209
962,209
964,209
967,209
988,219
1095,207
1098,208
1100,208
1098,212
1095,216
1085,217
1082,218
1085,218
1083,219
1091,221
1093,220
1088,222
1140,218
1222,217
1216,223
1204,217
1201,213
1197,213
1197,216
1210,219
1216,221
1204,222
1197,223
1204,227
1210,223
1214,224
1248,228
1292,238
1293,239
1300,237
1301,236
1300,232
1303,232
1305,227
1304,223
1300,228
1310,231
1362,233
1377,229
1373,228
1373,229
1371,221
1367,217
1368,217
1370,221
1375,220
1372,215
1365,224
1374,225
1373,216
1365,220
1298,221
1109,226
402,286
381,294
343,248
341,257
345,255
346,247
342,252
344,254
342,252
343,252
339,253
301,254
263,259
274,263
273,253
274,248
271,254
268,250
271,245
273,243
270,243
268,245
264,245
264,247
267,250
265,246
265,239
266,238
266,242
268,242
269,243
266,242
264,237
267,237
262,234
260,236
260,238
267,241
361,245
398,244
391,245
392,243
390,244
390,246
390,248
391,248
385,254
385,259
410,337
426,492
426,492
438,357
445,349
446,406
448,447
459,364
454,347
456,328
455,321
451,313
452,303
454,286
456,303
593,291
590,259
579,246
581,253
580,251
569,260
568,251
575,228
578,224
573,238
579,237
584,232
580,232
544,247
475,241
477,229
485,227
479,241
476,247
484,251
487,244
487,236
489,238
488,240
491,244
490,247
493,250
492,245
505,250
585,240
1032,200
1271,215
1324,224
1325,224
1328,221
1329,217
1325,223
1324,239
1329,238
1318,235
1313,234
1317,238
1356,249
1372,253
1358,251
1356,249
1357,244
1356,253
1351,260
1357,256
1354,260
1349,254
1358,247
1355,250
1352,259
1353,264
1312,264
1225,256
593,253
593,253
292,330
302,301
296,288
298,291
300,292
295,293
288,296
296,295
304,292
293,290
288,294
280,289
269,284
274,289
269,285
268,279
274,277
276,281
277,283
276,280
273,286
274,286
270,282
267,279
264,275
268,277
269,281
268,272
273,264
277,272
284,277
289,272
296,266
292,255
422,264
424,274
424,273
430,273
425,274
421,272
427,271
422,271
420,272
419,274
416,325
416,346
488,441
499,397
483,398
485,414
502,406
505,417
506,355
501,350
494,332
491,333
486,315
486,315
654,301
654,284
650,271
654,270
661,262
651,261
651,254
652,267
650,265
649,260
649,263
630,260
584,263
579,261
583,259
589,267
583,277
573,284
579,282
581,283
582,281
587,279
539,272
511,274
520,278
527,276
515,271
515,265
522,262
516,267
510,269
513,274
522,287
523,278
572,1181
720,1067
916,916
558,523
558,523
601,462
609,446
651,417
625,323
612,279
615,325
611,327
597,290
609,298
600,315
561,317
555,313
553,292
548,280
555,279
555,283
550,288
552,291
556,287
556,289
546,291
572,292
639,277
641,271
632,272
649,268
671,264
1025,222
1024,234
1019,236
1011,234
1016,238
1025,246
1023,248
1025,253
1025,252
1020,255
1014,258
1018,251
1029,251
1025,256
1019,255
1028,257
1028,263
1018,266
1019,269
1028,273
1025,277
1018,279
1021,275
1024,274
1017,273
1015,270
1018,274
1022,279
1051,273
1118,271
1132,273
1133,279
1132,278
1126,274
1124,273
1130,270
1131,272
1127,265
1127,260
1125,269
1128,273
1132,274
1119,266
1102,263
1102,263
1103,259
1107,261
1106,261
1109,254
1111,261
1103,264
1100,261
1105,264
1106,257
1101,258
1104,263
1113,263
1138,266
1147,268
1140,270
1141,268
1136,263
1134,266
1136,261
1131,262
1138,267
1139,259
1138,257
1143,260
1142,260
1187,261
1254,274
1251,277
1258,274
1258,272
1253,273
1252,277
1246,275
1241,271
1245,270
1252,267
1257,267
1259,259
1261,254
1259,258
1252,257
1296,254
1359,257
1355,261
1359,264
1354,261
1354,261
1365,267
1361,267
1351,265
1363,267
1367,272
1362,275
1361,274
1362,273
1352,275
1267,268
1101,257
505,304
484,312
379,332
375,333
372,327
378,338
377,343
369,335
369,332
374,325
310,313
274,316
283,331
284,337
280,339
282,331
281,332
278,339
286,334
289,332
278,319
282,311
283,309
280,306
283,302
283,299
278,301
273,305
303,563
331,771
331,468
326,470
288,452
293,446
306,417
304,406
309,399
310,398
305,383
300,384
296,361
295,356
307,366
317,364
312,375
306,395
308,360
317,361
309,371
302,360
298,359
307,359
317,353
311,349
316,344
329,358
393,352
387,337
390,340
403,347
401,340
397,324
396,327
400,331
409,331
411,364
412,361
407,337
401,338
403,335
418,334
424,348
689,368
691,356
677,343
671,329
671,327
672,341
669,338
668,320
673,314
672,331
670,329
667,318
665,305
667,307
663,309
628,310
590,323
593,327
589,326
590,327
589,318
590,322
587,331
593,330
608,359
585,447
641,621
679,492
665,436
628,498
639,475
639,475
636,439
631,429
647,376
636,325
632,366
631,387
622,370
646,288
648,298
653,347
686,358
701,363
695,356
695,319
700,357
699,358
693,335
703,323
701,321
711,342
703,354
699,352
700,341
751,338
810,337
917,324
921,330
921,330
920,324
923,321
923,310
923,300
922,295
907,298
900,294
975,278
1142,258
1326,301
1344,313
1336,318
1335,310
1342,298
1345,298
1350,322
1342,325
1343,309
1350,303
1340,308
1346,314
1351,315
1346,307
1344,309
1318,309
1298,303
1281,304
1278,305
1281,310
1284,309
1288,316
1285,322
1276,314
1250,303
847,309
810,312
494,306
495,349
507,352
508,354
506,356
510,356
506,354
512,348
476,346
452,343
268,343
268,347
263,346
260,342
260,342
259,347
267,342
271,341
270,337
277,336
272,336
271,333
266,331
264,357
305,647
403,1356
321,541
315,542
320,535
343,508
354,528
347,429
343,396
338,383
337,399
332,399
329,398
383,395
403,384
417,362
419,354
414,372
408,385
407,373
408,364
411,369
410,361
412,355
421,359
417,356
410,352
411,352
410,348
445,347
467,349
456,351
464,358
467,357
460,361
461,361
460,356
466,352
473,353
468,351
459,357
462,350
468,347
517,351
699,338
738,341
741,333
749,330
747,339
745,324
745,308
748,309
752,315
751,308
748,291
750,295
750,314
739,306
754,301
947,301
1123,301
1270,292
1244,308
1247,314
1245,321
1249,328
1253,326
1252,325
1251,319
1254,314
1254,320
1252,321
1226,311
883,298
806,306
736,316
734,326
728,329
730,321
724,311
724,308
725,299
724,293
724,287
722,284
723,288
726,290
726,289
722,289
725,292
705,304
673,314
673,308
674,305
679,308
672,305
660,305
701,297
773,290
830,294
819,298
827,293
830,289
826,289
833,286
833,295
829,304
821,303
820,301
825,305
824,305
818,309
811,314
813,314
813,316
815,321
811,325
817,318
819,313
817,318
820,319
813,319
812,322
820,319
819,319
850,313
879,308
