time_seconds,left_x,left_y,right_x,right_y
0.0,nan,nan,nan,nan
0.016656,nan,nan,nan,nan
0.046858,nan,nan,nan,nan
0.063513,nan,nan,nan,nan
0.097554,nan,nan,nan,nan
0.11419,0.08329442143440247,0.4113844037055969,0.0589306578040123,0.34678915143013
0.130824,0.07382138818502426,0.39497506618499756,0.07509230077266693,0.3178638219833374
0.147464,0.06367117911577225,0.41781094670295715,0.05752839148044586,0.3264003098011017
0.164117,0.048568036407232285,0.42038485407829285,0.03381473943591118,0.33577001094818115
0.18077,0.04211021214723587,0.40234196186065674,0.019930502399802208,0.32501059770584106
0.197422,0.035879503935575485,0.4000929296016693,0.018291395157575607,0.3200486898422241
0.214068,0.03356305882334709,0.4102179706096649,0.013999925926327705,0.3209197223186493
0.230712,0.03424123674631119,0.4093163013458252,0.010811613872647285,0.3272725045681
0.247355,0.03351549804210663,0.413026362657547,0.012920849025249481,0.34269705414772034
0.264006,0.03522692993283272,0.41766250133514404,0.014311306178569794,0.34250757098197937
0.280658,0.03836314007639885,0.41230928897857666,0.02028655633330345,0.3217116594314575
0.297309,0.05026639997959137,0.43793413043022156,0.05393320322036743,0.47962531447410583
0.313961,nan,nan,0.2854555547237396,1.1416906118392944
0.330607,nan,nan,nan,nan
0.347251,nan,nan,nan,nan
0.363897,nan,nan,nan,nan
0.380548,nan,nan,nan,nan
0.397199,nan,nan,nan,nan
0.413855,nan,nan,nan,nan
0.430533,nan,nan,nan,nan
0.447213,nan,nan,nan,nan
0.463888,0.16570107638835907,0.8490220308303833,nan,nan
0.480542,0.16570107638835907,0.8490220308303833,0.005695323459804058,0.34093552827835083
0.497196,0.11098676919937134,0.535932719707489,0.005695323459804058,0.34093552827835083
0.513849,0.09693122655153275,0.5329194664955139,0.04960830509662628,0.3823002874851227
0.530511,0.09952586144208908,0.46898019313812256,0.04960830509662628,0.3823002874851227
0.547182,0.10282843559980392,0.42908531427383423,nan,nan
0.563852,0.09317684918642044,0.4597903788089752,nan,nan
0.580516,0.09554391354322433,0.4479556977748871,0.07954295724630356,0.3197367191314697
0.597171,0.10332844406366348,0.42284509539604187,0.11356646567583084,0.35391858220100403
0.613825,0.11488699167966843,0.41447713971138,0.15032093226909637,0.3908441364765167
0.630481,0.12010008841753006,0.3949870765209198,0.14703765511512756,0.35746151208877563
0.64713,0.1246306300163269,0.3798511028289795,0.12354705482721329,0.36016395688056946
0.66378,0.12837770581245422,0.3719085454940796,0.12451011687517166,0.3520330786705017
0.680428,0.13565006852149963,0.3744496703147888,0.1311049908399582,0.3397827744483948
0.697083,0.13544361293315887,0.36734482645988464,0.1305827796459198,0.32319822907447815
0.713737,0.13098810613155365,0.3608359098434448,0.121869295835495,0.3094058036804199
0.730391,0.13402310013771057,0.36094599962234497,0.1245245486497879,0.3027035892009735
0.747046,0.13690990209579468,0.362332284450531,0.1272391825914383,0.3031238615512848
0.763704,0.1388571858406067,0.3635692894458771,0.12871287763118744,0.29786038398742676
0.78036,0.1388111412525177,0.36750084161758423,0.13584963977336884,0.29276418685913086
0.797017,0.17647719383239746,0.35312867164611816,0.18133504688739777,0.2990315556526184
0.813672,0.21650338172912598,0.3431573808193207,0.2220550775527954,0.3019169270992279
0.830326,0.22911542654037476,0.3438403010368347,0.2292594313621521,0.29836180806159973
0.846981,0.22788755595684052,0.3571416437625885,0.23250193893909454,0.3064303398132324
0.863633,0.22702556848526,0.36156049370765686,0.23383410274982452,0.31619325280189514
0.880284,0.22526344656944275,0.36531469225883484,0.23712261021137238,0.3453020453453064
0.896935,0.2268047332763672,0.3712373375892639,0.23768307268619537,0.34463363885879517
0.913586,0.22600892186164856,0.36745399236679077,0.23667286336421967,0.3322131633758545
0.930237,0.22228357195854187,0.3702145516872406,0.24109800159931183,0.3442580997943878
0.946886,0.2223469465970993,0.37020137906074524,0.24522997438907623,0.346426397562027
0.96354,0.22444532811641693,0.37383705377578735,0.24593158066272736,0.35178881883621216
0.980194,0.22351683676242828,0.3726429343223572,0.24639847874641418,0.3612629771232605
0.996848,0.21085971593856812,0.37375324964523315,0.22953419387340546,0.3668490946292877
1.013502,0.20573510229587555,0.3812413513660431,0.223723903298378,0.37100815773010254
1.030157,0.2072422206401825,0.38581061363220215,0.22512759268283844,0.3795335590839386
1.04681,0.21040503680706024,0.38760092854499817,0.22082917392253876,0.394266813993454
