x,y,time_seconds,isnan
979,678,94.798733,True
980,674,94.81538800000001,True
982,670,94.832042,False
982,670,94.84869699999999,False
958,652,94.865352,False
958,652,94.88200599999999,False
960,653,94.898661,True
963,655,94.91531599999999,True
965,657,94.93197,True
968,659,94.94862499999999,True
971,661,94.96528,False
971,661,94.981934,False
967,686,94.99858900000001,False
967,686,95.015244,False
975,640,95.03189800000001,True
984,594,95.048553,False
984,594,95.06520900000001,False
960,574,95.081864,True
937,554,95.09851800000001,True
914,535,95.115173,True
891,515,95.13182800000001,True
867,495,95.148482,True
844,476,95.16513699999999,True
821,456,95.181792,True
798,437,95.19844599999999,False
798,437,95.215101,False
795,409,95.23175599999999,False
795,409,95.24841,False
797,409,95.26506499999999,False
788,394,95.28172,False
744,439,95.298374,False
760,400,95.31502900000001,False
757,397,95.331684,False
761,395,95.34833900000001,False
754,390,95.364993,False
739,367,95.38164800000001,False
729,333,95.398304,False
734,319,95.41495800000001,False
738,320,95.431614,False
738,321,95.44826900000001,False
738,322,95.464923,False
738,321,95.48157800000001,False
739,320,95.498233,False
739,321,95.51488699999999,False
736,321,95.531542,False
737,322,95.54819699999999,False
741,322,95.564851,False
729,323,95.58150599999999,False
743,285,95.598161,False
737,287,95.61481599999999,False
736,288,95.63147000000001,False
738,289,95.648125,False
734,289,95.66478000000001,False
731,291,95.681434,False
739,291,95.69808900000001,False
738,290,95.714744,False
732,289,95.73139800000001,False
733,288,95.748053,False
734,287,95.76470800000001,False
725,289,95.781363,False
725,293,95.79801800000001,False
728,293,95.814673,False
732,289,95.83132699999999,False
730,290,95.847982,False
723,293,95.86463699999999,False
727,294,95.881292,False
730,291,95.89794599999999,False
727,288,95.914601,False
728,288,95.93125599999999,False
731,289,95.94791000000001,False
731,288,95.964565,False
721,289,95.98122000000001,False
718,291,95.997874,False
716,287,96.01452900000001,False
718,286,96.031184,False
723,290,96.04783800000001,False
726,290,96.064493,False
726,291,96.08114800000001,False
725,288,96.097802,False
723,285,96.11445699999999,False
713,322,96.131112,False
747,318,96.14776800000001,False
770,328,96.164422,False
770,331,96.18107699999999,False
754,314,96.197732,False
756,310,96.21438599999999,False
760,309,96.231041,False
715,344,96.24769599999999,False
777,331,96.26435000000001,False
770,324,96.281005,False
771,324,96.29766000000001,False
771,324,96.314314,False
765,315,96.33096900000001,False
761,313,96.347624,False
769,325,96.36427800000001,False
768,325,96.380933,False
759,313,96.39758800000001,False
747,292,96.414243,False
746,281,96.43089699999999,False
747,279,96.447552,False
746,280,96.46420699999999,False
746,281,96.480861,False
745,278,96.49751699999999,False
744,280,96.514172,False
743,280,96.53082599999999,False
743,279,96.547481,False
744,283,96.56413599999999,False
744,280,96.58079000000001,False
744,277,96.597445,False
745,278,96.61410000000001,False
765,243,96.630754,False
762,243,96.64740900000001,False
744,279,96.664064,False
744,279,96.68071900000001,False
744,277,96.697373,False
745,276,96.71402800000001,False
743,277,96.730683,False
742,277,96.74733699999999,False
741,282,96.763992,False
740,281,96.78064699999999,False
739,274,96.797301,False
745,275,96.81395599999999,False
777,279,96.830611,False
823,296,96.847265,False
833,317,96.863921,False
832,317,96.88057599999999,False
837,318,96.89723000000001,False
839,319,96.913885,False
838,316,96.93054000000001,False
836,314,96.947195,False
833,314,96.96384900000001,False
834,315,96.980504,False
837,321,96.99715900000001,False
838,322,97.013813,False
845,319,97.03046800000001,False
845,321,97.047123,False
841,323,97.06377699999999,False
841,325,97.080432,False
841,323,97.09708699999999,False
839,323,97.113741,False
863,320,97.13039599999999,False
890,319,97.147051,False
898,319,97.163705,False
900,321,97.18036000000001,False
899,328,97.197015,False
900,328,97.213671,False
900,326,97.230325,False
899,327,97.24698000000001,False
897,328,97.263635,False
897,328,97.28028900000001,False
897,327,97.296944,False
896,327,97.31359900000001,False
896,327,97.330253,False
896,328,97.34690800000001,False
896,331,97.363563,False
896,331,97.38021699999999,False
898,334,97.396872,False
899,333,97.41352699999999,False
906,330,97.430181,False
950,339,97.44683599999999,False
984,336,97.463491,False
984,329,97.48014599999999,False
982,329,97.49680000000001,False
982,329,97.513455,False
982,325,97.53011000000001,False
984,326,97.546764,False
985,331,97.56341900000001,False
983,334,97.580075,False
980,333,97.59672900000001,False
980,333,97.613384,False
980,335,97.63003900000001,False
979,333,97.646693,False
977,335,97.66334800000001,False
976,335,97.680003,False
977,333,97.69665699999999,False
978,335,97.713312,False
968,356,97.72996699999999,False
957,432,97.746622,False
944,514,97.76327599999999,False
944,527,97.779931,False
950,526,97.79658599999999,False
951,530,97.81324000000001,False
949,531,97.829895,False
949,530,97.84655000000001,False
949,533,97.863204,False
949,533,97.87985900000001,False
952,535,97.896514,False
951,538,97.91316800000001,False
952,536,97.929824,False
953,535,97.94647900000001,False
952,536,97.963133,False
952,537,97.97978800000001,False
951,537,97.996443,False
948,537,98.01309800000001,False
947,537,98.029752,False
948,536,98.04640699999999,False
950,535,98.063062,False
950,537,98.07971599999999,False
944,510,98.096371,False
933,481,98.11302599999999,False
932,473,98.12968000000001,False
931,472,98.146335,False
935,471,98.16299000000001,False
936,474,98.179644,False
931,471,98.19629900000001,False
930,471,98.212954,False
934,475,98.22960800000001,False
934,471,98.246263,False
933,468,98.26291800000001,False
933,471,98.279573,False
935,475,98.29622800000001,False
936,475,98.312883,False
933,476,98.32953800000001,False
931,474,98.346192,False
901,502,98.36284699999999,False
792,609,98.379502,False
710,711,98.39615599999999,False
695,748,98.412811,False
701,753,98.42946599999999,False
701,747,98.44612000000001,False
702,749,98.462775,False
705,756,98.47943000000001,False
707,755,98.496084,False
706,755,98.51273900000001,False
