x,y,time_seconds,isnan
928,501,47.882328,False
926,500,47.898983,False
925,500,47.915638,False
928,505,47.932292000000004,False
930,515,47.948947,False
929,522,47.965602,False
933,522,47.982256,False
933,521,47.998911,False
929,517,48.015566,False
928,515,48.03222,False
927,515,48.048875,False
925,511,48.06553,False
925,509,48.082184,False
926,515,48.098839,False
923,515,48.115495,False
923,516,48.132149,False
925,516,48.148804,False
928,511,48.165459,False
928,512,48.182114,False
925,511,48.198768,False
926,512,48.215423,False
928,513,48.232078,False
929,510,48.248732000000004,False
956,476,48.265387,False
953,474,48.282042,False
926,512,48.298696,False
926,513,48.315351,False
925,509,48.332006,False
927,508,48.34866,False
929,510,48.365315,False
909,494,48.38197,False
889,466,48.398624,False
884,455,48.415279,False
888,463,48.431934,False
893,464,48.448589,False
891,459,48.465243,False
889,457,48.481898,False
890,457,48.498553,False
889,455,48.515207000000004,False
863,431,48.531863,False
719,337,48.548518,False
720,327,48.565172,False
724,322,48.581827,False
730,323,48.598482,False
727,324,48.615136,False
726,319,48.631791,False
724,314,48.648446,False
721,313,48.6651,False
727,310,48.681755,False
726,309,48.69841,False
719,307,48.715065,False
718,308,48.731719,False
722,313,48.748374,False
722,311,48.765029,False
722,308,48.781683,False
734,311,48.798338,False
763,307,48.814993,False
778,304,48.831647000000004,False
784,304,48.848302000000004,False
789,302,48.864957,False
785,302,48.881611,False
785,300,48.898266,False
789,300,48.914921,False
787,305,48.931576,False
788,306,48.948231,False
791,308,48.964886,False
790,308,48.981541,False
820,307,48.998195,False
866,310,49.01485,False
874,307,49.031505,False
873,307,49.048159,False
874,305,49.064814,False
875,307,49.081469,False
875,310,49.098123,False
874,307,49.114778,False
872,304,49.131433,False
868,304,49.148087000000004,False
869,305,49.164742000000004,False
871,306,49.181397,False
868,310,49.198051,False
852,304,49.214706,False
845,302,49.231361,False
850,303,49.248016,False
852,301,49.26467,False
852,305,49.281325,False
846,306,49.29798,False
844,307,49.314634,False
850,309,49.331289,False
850,313,49.347945,False
851,309,49.364599,False
850,304,49.381254,False
850,307,49.397909,False
854,307,49.414563,False
868,305,49.431218,False
902,302,49.447873,False
921,299,49.464527000000004,False
927,297,49.481182,False
924,298,49.497837,False
923,297,49.514492,False
920,298,49.531146,False
915,300,49.547801,False
917,301,49.564456,False
918,301,49.58111,False
922,300,49.597765,False
926,302,49.61442,False
927,302,49.631074,False
921,301,49.647729,False
918,300,49.664384,False
925,301,49.681038,False
923,306,49.697693,False
918,306,49.714348,False
916,306,49.731002000000004,False
919,307,49.747658,False
923,303,49.764313,False
925,303,49.780968,False
928,303,49.797622,False
930,304,49.814277,False
929,308,49.830932,False
927,308,49.847586,False
925,306,49.864241,False
920,307,49.880896,False
921,308,49.89755,False
923,308,49.914205,False
922,307,49.93086,False
935,305,49.947514,False
970,302,49.964169,False
998,306,49.980824,False
1006,313,49.997478,False
1013,316,50.014132999999994,False
1007,312,50.030787999999994,False
1001,310,50.047442999999994,False
999,314,50.064097,False
1001,317,50.080752,False
1003,313,50.097407,False
1007,313,50.114061,False
1007,311,50.130716,False
999,310,50.147371,False
1001,314,50.164026,False
1002,315,50.180682,False
1002,314,50.197337,False
1004,317,50.213991,False
1001,317,50.230646,False
997,317,50.247301,False
997,319,50.263955,False
1001,322,50.28061,False
1001,320,50.297265,False
996,318,50.31392,False
997,320,50.330575,False
996,319,50.34723,False
994,317,50.363885,False
993,315,50.380539000000006,False
970,308,50.397194000000006,False
821,288,50.413849000000006,False
780,299,50.430502999999995,False
743,297,50.447157999999995,False
743,294,50.463812999999995,False
741,292,50.480467,False
742,289,50.497122999999995,False
741,289,50.513777999999995,False
740,291,50.530432,False
739,292,50.547087,False
738,294,50.563742999999995,False
743,295,50.580397999999995,False
748,298,50.597052,False
743,299,50.613707,False
717,309,50.630362,False
691,322,50.647017,False
692,323,50.663672,False
691,324,50.680327,False
690,322,50.696981,False
689,317,50.713636,False
712,275,50.730291,False
710,276,50.746945000000004,False
709,276,50.763600000000004,False
711,275,50.780255000000004,False
692,321,50.79690900000001,False
691,321,50.813565000000004,False
690,319,50.830220000000004,False
686,319,50.846875000000004,False
708,277,50.86352900000001,False
714,279,50.88018400000001,False
713,277,50.89683900000001,False
760,279,50.913492999999995,False
750,308,50.930147999999996,False
758,303,50.94680400000001,False
758,306,50.963457999999996,False
758,308,50.98011400000001,False
756,308,50.99676899999999,False
756,308,51.013422999999996,False
759,310,51.030077999999996,False
757,311,51.046732999999996,False
754,311,51.063387,False
757,304,51.080042,False
762,304,51.096697,False
763,307,51.113352,False
763,310,51.130007,False
763,311,51.146662,False
747,302,51.163317,False
723,272,51.179971,False
723,256,51.196626,False
722,258,51.213281,False
721,263,51.229935000000005,False
723,263,51.246590000000005,False
722,262,51.263246,False
725,264,51.279900000000005,False
727,265,51.296555000000005,False
727,264,51.313210000000005,False
728,262,51.32986399999999,False
727,261,51.346518999999994,False
729,261,51.363173999999994,False
727,264,51.379830000000005,False
724,259,51.396483999999994,False
727,257,51.413138999999994,False
722,262,51.429793999999994,False
717,261,51.446448,False
718,260,51.463103999999994,False
714,266,51.479758999999994,False
716,269,51.496413,False
722,267,51.513068,False
716,267,51.529723,False
714,266,51.546377,False
718,270,51.563033,False
718,270,51.579688,False
715,268,51.596342,False
715,269,51.612997,False
717,269,51.629652,False
719,268,51.646307,False
707,278,51.662961,False
691,306,51.679616,False
688,317,51.696271,False
691,317,51.712925000000006,False
692,321,51.729581,False
694,320,51.746236,False
692,316,51.762890000000006,False
688,314,51.779546,False
712,273,51.796201,False
711,274,51.812855000000006,False
712,276,51.829510000000006,False
712,280,51.846165000000006,False
685,320,51.862818999999995,False
685,320,51.879473999999995,False
687,320,51.89613000000001,False
685,319,51.91278500000001,False
710,277,51.929438999999995,False
704,278,51.946093999999995,False
703,282,51.962748999999995,False
713,284,51.979403,False
719,316,51.996058,False
750,315,52.012713,False
745,316,52.029368,False
747,317,52.046023,False
752,320,52.062678,False
749,319,52.079332,False
746,316,52.095987,False
749,316,52.112642,False
750,317,52.129296000000004,False
749,319,52.145951000000004,False
749,320,52.162606000000004,False
746,320,52.179261000000004,False
746,320,52.195916000000004,False
744,321,52.212571000000004,False
745,322,52.229227,False
749,321,52.245881000000004,False
750,323,52.262536000000004,False
750,324,52.279191000000004,False
751,322,52.29584500000001,False
748,323,52.31250000000001,False
747,323,52.32915500000001,False
751,322,52.34581000000001,False
757,317,52.36246500000001,False
811,322,52.37912000000001,False
848,327,52.395773999999996,False
848,323,52.412428999999996,False
847,318,52.429083999999996,False
843,320,52.445738999999996,False
843,325,52.462393,False
846,354,52.479048,False
850,399,52.495703,False
816,483,52.512358,False
844,433,52.529013,True
872,383,52.545668,True
900,333,52.562322,True
928,284,52.578978,False
864,368,52.595633,False
894,389,52.612287,False
894,408,52.628942,False
893,393,52.645597,False
893,360,52.662252,False
893,340,52.678907,False
868,362,52.695562,False
788,463,52.712217,False
783,472,52.728871000000005,False
783,472,52.745526000000005,False
848,375,52.762181000000005,False
848,375,52.778834999999994,False
782,465,52.795489999999994,False
897,299,52.812146000000006,False
895,309,52.828799999999994,False
898,307,52.845454999999994,False
903,306,52.862109999999994,False
915,306,52.878764,False
950,268,52.895419999999994,False
959,244,52.912074999999994,False
897,354,52.928729,False
936,304,52.945384,False
937,306,52.962039,False
936,305,52.978694,False
936,305,52.995348,False
938,305,53.012004,False
939,303,53.028659,False
939,305,53.045313,False
936,305,53.061968,False
931,305,53.078623,False
935,308,53.095277,False
936,308,53.111932,False
968,307,53.128588,False
981,360,53.145242,False
1000,363,53.161897,False
1001,363,53.178552,False
996,356,53.195206000000006,False
998,356,53.211861000000006,False
993,359,53.228516000000006,False
993,360,53.245172000000004,False
995,361,53.261826000000006,False
996,362,53.278481000000006,False
1001,364,53.29513600000001,False
999,364,53.311789999999995,False
997,359,53.328444999999995,False
997,360,53.34510100000001,False
996,363,53.361754999999995,False
997,362,53.378409999999995,False
1001,359,53.395064999999995,False
1001,360,53.411719,False
999,381,53.428374,False
1000,382,53.445029999999996,False
1000,363,53.461684,False
998,363,53.478339,False
1039,363,53.494994,False
1052,364,53.511649,False
1062,370,53.528303,False
1063,371,53.544958,False
1066,374,53.561613,False
1065,373,53.578268,False
1063,366,53.594923,False
1064,365,53.611578,False
1063,365,53.628232000000004,False
1064,367,53.644888,False
1063,367,53.661543,False
1063,367,53.678197000000004,False
1061,368,53.694852000000004,False
1056,370,53.711507000000005,False
975,425,53.72816100000001,False
912,469,53.74481600000001,False
911,480,53.76147100000001,False
914,478,53.77812600000001,False
914,480,53.79478099999999,False
917,480,53.81143599999999,False
917,479,53.82809099999999,False
912,479,53.844744999999996,False
916,482,53.861399999999996,False
921,482,53.878054999999996,False
919,480,53.894709,False
919,484,53.911364999999996,False
917,485,53.92802,False
915,483,53.944675,False
918,486,53.96133,False
917,486,53.977985,False
916,482,53.994639,False
921,481,54.011294,False
920,482,54.027949,False
915,479,54.044604,False
912,480,54.061258,False
912,483,54.077913,False
909,493,54.094569,False
933,575,54.111223,False
952,631,54.127878,False
933,697,54.144533,False
926,700,54.161187000000005,False
926,704,54.177842000000005,False
926,703,54.194497000000005,False
925,699,54.211150999999994,False
930,703,54.227807000000006,False
932,708,54.244462000000006,False
927,707,54.261117000000006,False
926,706,54.277772000000006,False
931,709,54.294427000000006,False
928,709,54.311082000000006,False
918,684,54.327735999999994,False
768,494,54.344390999999995,False
751,444,54.361045999999995,False
756,321,54.3777,False
757,327,54.394355999999995,False
757,331,54.411010999999995,False
757,331,54.427665,False
758,331,54.44432,False
757,335,54.460975,False
759,334,54.477629,False
756,331,54.494284,False
757,330,54.510939,False
757,328,54.527593,False
754,330,54.544249,False
755,328,54.560904,False
757,327,54.577559,False
758,328,54.594214,False
758,329,54.610869,False
755,325,54.627524,False
756,326,54.644178000000004,False
757,328,54.660833000000004,False
771,326,54.677488000000004,False
798,313,54.69414200000001,False
870,319,54.710798000000004,False
867,324,54.727453000000004,False
869,323,54.74410700000001,False
870,324,54.76076200000001,False
870,326,54.77741700000001,False
881,343,54.794070999999995,False
993,575,54.810725999999995,False
995,634,54.827380999999995,False
982,658,54.844035999999996,False
978,659,54.860690999999996,False
977,659,54.877345999999996,False
977,658,54.894000999999996,False
976,658,54.910655,False
979,655,54.927310999999996,False
979,655,54.943965999999996,False
980,659,54.96062,False
980,658,54.977275,False
978,659,54.99393,False
981,662,55.010585,False
989,667,55.02724,False
1000,677,55.043895,False
996,674,55.060549,False
991,669,55.077204,False
991,670,55.093859,False
992,669,55.110514,False
993,674,55.127168000000005,False
922,679,55.143823000000005,False
829,680,55.160478000000005,False
786,677,55.17713200000001,False
794,684,55.19378700000001,False
794,682,55.21044199999999,False
791,681,55.227095999999996,False
789,677,55.243750999999996,False
790,669,55.260406999999994,False
791,670,55.277060999999996,False
792,678,55.293715999999996,False
796,677,55.310370999999996,False
792,675,55.327025,False
792,680,55.34368,False
791,677,55.360335,False
792,678,55.37699,False
792,681,55.393644,False
791,677,55.410299,False
795,682,55.426954,False
790,682,55.443608000000005,False
786,674,55.460263000000005,False
788,674,55.476918000000005,False
786,680,55.49357200000001,False
783,679,55.51022699999999,False
785,682,55.52688199999999,False
760,686,55.543535999999996,False
749,680,55.560190999999996,False
752,681,55.576845999999996,False
745,683,55.5935,False
746,679,55.610155999999996,False
752,676,55.626811,False
755,676,55.643466,False
754,679,55.66012,False
753,685,55.676775,False
752,689,55.69343,False
748,688,55.710084,False
750,686,55.726739,False
753,688,55.743394,False
754,691,55.760048000000005,False
754,693,55.776703000000005,False
775,692,55.793358000000005,False
806,691,55.81001200000001,False
805,690,55.82666699999999,False
804,688,55.84332199999999,False
807,694,55.859975999999996,False
807,695,55.876630999999996,False
810,688,55.893285999999996,False
811,687,55.909940999999996,False
807,690,55.926595,False
807,689,55.943251,False
804,691,55.959906,False
801,692,55.97656,False
807,690,55.993215,False
807,691,56.00987,False
802,696,56.026524,False
806,697,56.043179,False
804,691,56.059834,False
806,686,56.076488000000005,False
806,691,56.093143000000005,False
798,695,56.109798000000005,False
779,690,56.12645199999999,False
758,681,56.14310699999999,False
758,677,56.15976199999999,False
759,679,56.176416999999994,False
765,681,56.193070999999996,False
768,680,56.209725999999996,False
763,681,56.226380999999996,False
761,679,56.243035,False
763,677,56.25969,False
761,676,56.276346,False
763,676,56.293,False
764,675,56.309655,False
761,675,56.32631,False
765,676,56.342964,False
781,680,56.359619,False
900,685,56.376274,False
1054,679,56.392928000000005,False
1092,712,56.409583000000005,False
1086,708,56.426238000000005,False
1089,709,56.442893000000005,False
1091,718,56.45954699999999,False
1092,722,56.476201999999994,False
1090,722,56.492856999999994,False
1087,720,56.509510999999996,False
1084,717,56.526165999999996,False
1085,717,56.542820999999996,False
1088,721,56.559475,False
1087,725,56.57613,False
1087,728,56.592785,False
1086,723,56.609439,False
1082,732,56.626095,False
1082,735,56.64275,False
1089,722,56.659404,False
1090,726,56.676059,False
1081,731,56.692714,False
1042,696,56.709369,False
939,692,56.726023000000005,False
769,688,56.742678000000005,False
759,697,56.759333000000005,False
765,695,56.77598699999999,False
770,694,56.792641999999994,False
764,692,56.809296999999994,False
762,693,56.825950999999996,False
763,695,56.842605999999996,False
758,693,56.859261,False
762,694,56.875915,False
764,696,56.89257,False
763,694,56.909225,False
762,695,56.925879,False
761,694,56.942534,False
764,692,56.95919,False
764,696,56.975845,False
762,703,56.992499,False
765,700,57.009154,False
762,691,57.025809,False
760,691,57.042463000000005,False
762,695,57.059118000000005,False
762,696,57.075773000000005,False
766,698,57.092426999999994,False
768,700,57.109081999999994,False
768,693,57.125736999999994,False
766,693,57.142390999999996,False
766,695,57.159046,False
769,695,57.175701,False
769,695,57.192355,False
770,694,57.20901,False
755,702,57.225665,False
731,696,57.24232,False
729,690,57.258974,False
727,693,57.275629,False
730,696,57.292285,False
732,696,57.308939,False
725,690,57.325594,False
726,692,57.342249,False
728,696,57.358903000000005,False
725,690,57.375558000000005,False
723,689,57.392213000000005,False
723,688,57.408866999999994,False
