x,y,time_seconds,isnan
929,666,32.7099,False
932,665,32.726555,False
959,640,32.743209,False
960,643,32.759864,False
932,672,32.776519,False
930,671,32.793173,False
930,668,32.809827,False
934,671,32.826482,False
962,646,32.843136,False
960,640,32.859791,False
932,668,32.876446,False
932,671,32.893099,False
931,671,32.909754,False
931,666,32.926409,False
932,664,32.943063,False
934,670,32.959718,False
960,644,32.976373,False
958,643,32.993028,False
934,669,33.009682,False
934,667,33.026336,False
931,668,33.042991,False
931,672,33.059646,False
930,668,33.076301,False
927,668,33.092955,False
931,669,33.109609,False
932,664,33.126264,False
930,666,33.142919,False
930,669,33.159573,False
927,671,33.176228,False
920,621,33.192883,False
917,552,33.209536,False
869,371,33.226191,False
859,380,33.242846,False
857,382,33.259501,False
864,367,33.276155,False
863,364,33.29281,False
860,360,33.309464,False
863,361,33.326118,False
865,360,33.342773,False
862,361,33.359428,False
864,364,33.376082000000004,False
930,458,33.392737000000004,False
930,482,33.409391,False
930,479,33.426045,False
931,478,33.442701,False
929,478,33.459356,False
928,476,33.47601,False
928,471,33.492664,False
930,467,33.509319,False
932,467,33.525974,False
930,476,33.542628,False
868,456,33.559283,False
788,393,33.575938,False
741,335,33.592591,False
744,323,33.609246,False
747,323,33.625901,False
747,325,33.642555,False
741,319,33.65921,False
739,319,33.675865,False
743,321,33.692518,False
745,320,33.709173,False
745,319,33.725828,False
743,319,33.742482,False
739,316,33.759137,False
727,314,33.775792,False
721,313,33.792447,False
720,311,33.8091,False
714,313,33.825756,False
717,311,33.842411,False
718,312,33.859065,False
720,309,33.875719000000004,False
722,303,33.892374000000004,False
718,305,33.909028,False
718,307,33.925683,False
715,309,33.942338,False
712,308,33.958992,False
733,269,33.975647,False
735,268,33.992301,False
717,308,34.008955,False
716,309,34.02561,False
716,307,34.042265,False
713,304,34.05892,False
712,308,34.075573,False
712,307,34.092228,False
713,304,34.108883,False
719,303,34.125537,False
717,299,34.142192,False
717,300,34.158847,False
752,294,34.1755,False
801,294,34.192156,False
809,301,34.208811,False
810,301,34.225465,False
806,299,34.24212,False
807,300,34.258774,False
805,296,34.275428,False
802,296,34.292083,False
807,303,34.308738,False
808,301,34.325393,False
803,293,34.342047,False
801,291,34.358701,False
800,289,34.375356000000004,False
802,293,34.39201,False
804,296,34.408665,False
803,295,34.42532,False
823,295,34.441974,False
862,300,34.458628,False
871,300,34.475283,False
871,298,34.491937,False
862,298,34.508592,False
861,297,34.525247,False
866,301,34.5419,False
869,301,34.558555,False
873,299,34.575211,False
871,304,34.591866,False
872,302,34.60852,False
872,300,34.625175,False
862,304,34.641829,False
861,303,34.658483000000004,False
869,302,34.675138,False
871,307,34.691793,False
865,311,34.708447,False
863,304,34.725101,False
867,300,34.741756,False
870,307,34.75841,False
888,303,34.775065,False
923,301,34.79172,False
937,307,34.808374,False
940,309,34.825029,False
943,305,34.841684,False
944,306,34.858339,False
937,309,34.874993,False
935,306,34.891648,False
941,303,34.908303000000004,False
942,303,34.924957,False
940,300,34.941612,False
941,303,34.958268000000004,False
942,306,34.974922,False
950,307,34.991577,False
975,305,35.008232,False
999,304,35.024886,False
1001,309,35.041541,False
1006,311,35.058196,False
1006,309,35.07485,False
1004,309,35.091505,False
1005,310,35.10816,False
1000,307,35.124815,False
999,305,35.141469,False
999,306,35.158124,False
1000,311,35.174779,False
1004,311,35.191433,False
1005,310,35.208088000000004,False
1001,311,35.224743000000004,False
1019,309,35.241397,False
1013,358,35.258052,False
1012,357,35.274707,False
1014,356,35.291361,False
1020,365,35.308016,False
1020,369,35.324671,False
1014,368,35.341326,False
1013,366,35.357981,False
1015,371,35.374636,False
1013,371,35.391291,False
1018,367,35.407945,False
1022,367,35.4246,False
1022,374,35.441255,False
1019,374,35.457909,False
1014,373,35.474564,False
1016,374,35.491219,False
1012,378,35.507873000000004,False
1010,379,35.524528000000004,False
1021,374,35.541183000000004,False
1021,373,35.557837,False
1018,371,35.574492,False
1018,371,35.591147,False
1017,375,35.607801,False
1015,376,35.624456,False
1020,378,35.641111,False
1025,376,35.657766,False
1036,368,35.67442,False
1033,368,35.691075,False
1041,381,35.707731,False
1044,381,35.724385,False
1038,370,35.74104,False
1036,370,35.757695,False
1035,373,35.774349,False
1034,372,35.791004,False
1033,373,35.807659,False
1035,371,35.824313000000004,False
1038,367,35.840968000000004,False
1039,369,35.857623000000004,False
1044,379,35.874277,False
1020,363,35.890932,False
957,407,35.907587,False
906,489,35.924242,False
913,504,35.940896,False
911,497,35.957551,False
912,498,35.974206,False
912,497,35.99086,False
912,497,36.007515,False
912,496,36.02417,False
913,496,36.040824,False
916,494,36.057479,False
917,490,36.074134,False
911,492,36.090789,False
905,497,36.107444,False
922,492,36.124099,False
936,480,36.140753000000004,False
936,478,36.157408000000004,False
935,473,36.174063000000004,False
931,474,36.190718000000004,False
927,471,36.207372,False
932,472,36.224027,False
934,477,36.240682,False
932,482,36.257336,False
928,478,36.273991,False
884,455,36.290646,False
816,401,36.3073,False
762,345,36.323955,False
764,336,36.34061,False
764,335,36.357264,False
762,333,36.373919,False
759,330,36.390574,False
761,329,36.407228,False
762,334,36.423883000000004,False
759,332,36.440538000000004,False
761,329,36.457193000000004,False
759,325,36.473848000000004,False
