x,y,time_seconds,isnan
920,646,65.13664700000001,False
921,651,65.153302,False
924,649,65.16995800000001,False
917,655,65.186612,False
914,667,65.20326700000001,False
913,664,65.219922,False
914,660,65.23657700000001,False
917,661,65.253231,False
914,661,65.26988600000001,False
914,660,65.286541,False
913,657,65.30319499999999,False
914,661,65.31985,False
918,668,65.33650499999999,False
918,667,65.353159,False
917,661,65.36981399999999,False
915,656,65.386469,False
915,660,65.403123,False
916,659,65.41977800000001,False
919,655,65.436433,False
921,646,65.45308700000001,False
918,645,65.469742,False
915,645,65.48639700000001,False
918,643,65.503052,False
916,656,65.51970600000001,False
914,657,65.536361,False
916,660,65.55301700000001,False
916,657,65.569671,False
915,647,65.58632600000001,False
906,637,65.602981,False
906,636,65.61963499999999,False
911,641,65.63629,False
910,638,65.65294499999999,False
907,635,65.669599,False
918,608,65.68625399999999,False
934,542,65.702909,False
929,472,65.719563,False
925,450,65.73621800000001,False
931,457,65.752873,False
929,456,65.76952800000001,False
922,451,65.786182,False
920,451,65.80283700000001,False
926,459,65.819492,False
926,460,65.83614600000001,False
931,462,65.852801,False
933,465,65.86945600000001,False
922,457,65.88611,False
922,456,65.90276499999999,False
904,464,65.91942,False
776,632,65.93607499999999,False
761,667,65.95273,False
753,720,65.96938499999999,False
753,724,65.986039,False
753,722,66.00269399999999,False
753,724,66.019349,False
736,734,66.03600399999999,False
738,733,66.05265800000001,False
733,734,66.069313,False
754,755,66.08596800000001,False
751,736,66.102622,False
748,722,66.11927700000001,False
742,708,66.135932,False
741,710,66.15258600000001,False
741,716,66.169241,False
740,713,66.18589600000001,False
741,712,66.20255,False
741,714,66.21920499999999,False
744,715,66.23586,False
744,718,66.25251399999999,False
743,721,66.269169,False
743,726,66.28582399999999,False
743,724,66.30248,False
754,727,66.31913399999999,False
769,724,66.335789,False
771,724,66.35244399999999,False
771,727,66.36909800000001,False
774,726,66.385753,False
771,729,66.40240800000001,False
766,733,66.419062,False
768,729,66.43571700000001,False
769,723,66.452372,False
768,724,66.46902600000001,False
766,732,66.485681,False
765,733,66.50233600000001,False
761,725,66.51899,False
761,729,66.53564499999999,False
769,723,66.5523,False
767,717,66.56895499999999,False
763,729,66.585609,False
763,731,66.60226399999999,False
764,717,66.618919,False
767,718,66.635573,False
766,703,66.65222800000001,False
767,772,66.668883,False
775,806,66.68553800000001,False
764,855,66.702193,False
758,858,66.71884800000001,False
779,846,66.735502,False
782,836,66.75215700000001,False
709,907,66.768812,False
652,-130,66.78546600000001,False
783,543,66.802121,False
809,797,66.81877600000001,False
801,709,66.835431,False
808,710,66.85208499999999,False
810,678,66.86874,False
804,654,66.88539499999999,False
806,635,66.902049,False
805,633,66.91870399999999,False
806,623,66.935359,False
802,621,66.952013,False
799,612,66.96866800000001,False
818,585,66.985323,False
957,592,67.00197700000001,False
966,599,67.018632,False
967,598,67.03528700000001,False
965,589,67.051942,False
965,580,67.06859700000001,False
967,579,67.085252,False
970,581,67.10190700000001,False
969,584,67.118561,False
965,585,67.13521600000001,False
964,603,67.151871,False
968,603,67.16852499999999,False
966,602,67.18518,False
964,598,67.20183499999999,False
960,596,67.218489,False
959,591,67.23514399999999,False
957,589,67.251799,False
959,595,67.268453,False
950,588,67.28510800000001,False
939,588,67.301763,False
938,587,67.31841700000001,False
936,589,67.335072,False
938,599,67.35172700000001,False
940,600,67.368382,False
946,605,67.38503600000001,False
947,611,67.401691,False
942,610,67.41834600000001,False
940,606,67.435001,False
946,616,67.45165600000001,False
948,615,67.468311,False
941,612,67.48496499999999,False
939,622,67.50162,False
948,622,67.51827499999999,False
946,612,67.534929,False
944,608,67.55158399999999,False
948,612,67.568239,False
947,612,67.584893,False
947,608,67.60154800000001,False
948,607,67.618203,False
968,615,67.63485800000001,False
1028,626,67.651512,False
1049,681,67.66816700000001,False
1074,682,67.684822,False
1078,688,67.70147600000001,False
1094,713,67.718131,False
1087,693,67.73478600000001,False
1091,702,67.75144,False
1088,697,67.76809499999999,False
1083,690,67.78475,False
1083,692,67.80140399999999,False
1069,676,67.81806,False
1070,678,67.83471499999999,False
1082,713,67.851369,False
1068,714,67.86802399999999,False
937,686,67.884679,False
753,599,67.90133399999999,False
728,593,67.91798800000001,False
723,604,67.934643,False
724,603,67.95129800000001,False
747,597,67.967952,False
748,617,67.98460700000001,False
743,616,68.001262,False
738,599,68.01791600000001,False
739,597,68.034571,False
744,594,68.05122600000001,False
741,596,68.06788,False
740,620,68.08453499999999,False
745,623,68.10119,False
742,599,68.11784399999999,False
741,603,68.134499,False
744,620,68.15115399999999,False
