time_seconds,current_time,x,y
2.981167,2024-05-27T21:26:10.886Z,952,569
2.9978219999999998,2024-05-27T21:26:10.886Z,945,570
3.014477,2024-05-27T21:26:10.886Z,945,548
3.03113,2024-05-27T21:26:10.886Z,945,548
3.047785,2024-05-27T21:26:10.886Z,945,548
3.06444,2024-05-27T21:26:10.886Z,954,553
3.0810939999999998,2024-05-27T21:26:10.886Z,954,574
3.097749,2024-05-27T21:26:10.886Z,956,572
3.114404,2024-05-27T21:26:10.886Z,954,576
3.1310569999999998,2024-05-27T21:26:10.886Z,947,571
3.147712,2024-05-27T21:26:10.886Z,951,556
3.164367,2024-05-27T21:26:10.886Z,952,559
3.181021,2024-05-27T21:26:10.886Z,952,579
3.197676,2024-05-27T21:26:10.886Z,952,579
3.214331,2024-05-27T21:26:10.886Z,951,574
3.230985,2024-05-27T21:26:10.886Z,957,570
3.247639,2024-05-27T21:26:10.886Z,952,567
3.264294,2024-05-27T21:26:10.886Z,948,569
3.280949,2024-05-27T21:26:10.886Z,947,570
3.297603,2024-05-27T21:26:10.886Z,945,568
3.314257,2024-05-27T21:26:10.886Z,945,575
3.330912,2024-05-27T21:26:10.886Z,954,574
3.347566,2024-05-27T21:26:10.886Z,935,582
3.364221,2024-05-27T21:26:10.886Z,931,582
3.3808759999999998,2024-05-27T21:26:10.886Z,943,569
3.39753,2024-05-27T21:26:10.886Z,896,548
3.414184,2024-05-27T21:26:10.886Z,863,554
3.4308389999999997,2024-05-27T21:26:10.886Z,864,554
3.4474929999999997,2024-05-27T21:26:10.886Z,887,518
3.464148,2024-05-27T21:26:10.886Z,894,521
3.480803,2024-05-27T21:26:10.886Z,894,521
3.497459,2024-05-27T21:26:10.886Z,892,521
3.514112,2024-05-27T21:26:10.886Z,869,579
3.530767,2024-05-27T21:26:10.886Z,868,583
3.547423,2024-05-27T21:26:10.886Z,874,545
3.564077,2024-05-27T21:26:10.886Z,885,426
3.5807320000000002,2024-05-27T21:26:10.886Z,895,332
3.5973879999999996,2024-05-27T21:26:10.886Z,894,295
3.6140410000000003,2024-05-27T21:26:10.886Z,914,254
3.6306960000000004,2024-05-27T21:26:10.886Z,915,255
3.6473519999999997,2024-05-27T21:26:10.886Z,882,284
3.6640059999999997,2024-05-27T21:26:10.886Z,881,287
3.6806609999999997,2024-05-27T21:26:10.886Z,912,268
3.697317,2024-05-27T21:26:10.886Z,914,265
3.7139699999999998,2024-05-27T21:26:10.886Z,907,250
3.730625,2024-05-27T21:26:10.886Z,897,250
3.747281,2024-05-27T21:26:10.886Z,904,271
3.763936,2024-05-27T21:26:10.886Z,913,272
3.78059,2024-05-27T21:26:10.886Z,912,249
3.7972460000000003,2024-05-27T21:26:10.886Z,904,248
3.8139000000000003,2024-05-27T21:26:10.886Z,887,306
3.8305550000000004,2024-05-27T21:26:10.886Z,886,306
3.8472099999999996,2024-05-27T21:26:10.886Z,910,261
3.8638649999999997,2024-05-27T21:26:10.886Z,957,269
3.8805199999999997,2024-05-27T21:26:10.886Z,938,290
3.897175,2024-05-27T21:26:10.886Z,907,333
3.91383,2024-05-27T21:26:10.886Z,938,317
3.930484,2024-05-27T21:26:10.886Z,937,301
3.94714,2024-05-27T21:26:10.886Z,938,285
3.963795,2024-05-27T21:26:10.887Z,944,285
3.980449,2024-05-27T21:26:10.887Z,946,286
3.9971050000000004,2024-05-27T21:26:10.887Z,948,286
4.013759,2024-05-27T21:26:10.887Z,947,301
4.030415,2024-05-27T21:26:10.887Z,948,303
4.047069,2024-05-27T21:26:10.887Z,952,285
4.063724,2024-05-27T21:26:10.887Z,956,287
4.08038,2024-05-27T21:26:10.887Z,944,317
4.097034,2024-05-27T21:26:10.887Z,927,329
4.113689,2024-05-27T21:26:10.887Z,925,336
4.130344,2024-05-27T21:26:10.887Z,925,336
4.146998,2024-05-27T21:26:10.887Z,919,330
4.163654,2024-05-27T21:26:10.887Z,919,326
4.180309,2024-05-27T21:26:10.887Z,923,338
4.196963,2024-05-27T21:26:10.887Z,920,340
4.213618,2024-05-27T21:26:10.887Z,922,337
4.230274,2024-05-27T21:26:10.887Z,923,334
4.246928,2024-05-27T21:26:10.887Z,918,333
4.263584,2024-05-27T21:26:10.887Z,919,334
4.280239,2024-05-27T21:26:10.887Z,920,326
4.296894,2024-05-27T21:26:10.887Z,919,328
4.313548,2024-05-27T21:26:10.887Z,918,335
4.330204,2024-05-27T21:26:10.887Z,863,333
4.346859,2024-05-27T21:26:10.887Z,791,318
4.363513,2024-05-27T21:26:10.887Z,709,326
4.3801689999999995,2024-05-27T21:26:10.887Z,716,343
4.396824,2024-05-27T21:26:10.887Z,715,339
4.413478,2024-05-27T21:26:10.887Z,710,316
4.430134,2024-05-27T21:26:10.887Z,713,315
4.446789,2024-05-27T21:26:10.887Z,713,318
4.463443,2024-05-27T21:26:10.887Z,702,319
4.480099,2024-05-27T21:26:10.887Z,700,314
4.496754,2024-05-27T21:26:10.887Z,832,363
4.513408,2024-05-27T21:26:10.887Z,876,399
4.530064,2024-05-27T21:26:10.887Z,944,462
4.546719,2024-05-27T21:26:10.887Z,945,490
4.563375,2024-05-27T21:26:10.887Z,939,492
4.580029,2024-05-27T21:26:10.887Z,935,465
4.596684,2024-05-27T21:26:10.887Z,937,462
4.61334,2024-05-27T21:26:10.887Z,936,484
4.629994,2024-05-27T21:26:10.887Z,933,488
4.646649,2024-05-27T21:26:10.887Z,938,492
4.663305,2024-05-27T21:26:10.887Z,944,490
4.679958,2024-05-27T21:26:10.887Z,941,482
4.696614,2024-05-27T21:26:10.887Z,938,483
4.713269,2024-05-27T21:26:10.887Z,934,495
4.729924,2024-05-27T21:26:10.887Z,933,497
4.746579,2024-05-27T21:26:10.887Z,915,483
4.763234,2024-05-27T21:26:10.887Z,819,439
4.779889,2024-05-27T21:26:10.887Z,754,371
4.796544,2024-05-27T21:26:10.887Z,733,332
4.813199,2024-05-27T21:26:10.887Z,731,331
4.829855,2024-05-27T21:26:10.887Z,732,334
4.846509,2024-05-27T21:26:10.887Z,739,342
4.863165,2024-05-27T21:26:10.887Z,732,339
4.87982,2024-05-27T21:26:10.887Z,724,329
4.896475,2024-05-27T21:26:10.887Z,728,325
4.91313,2024-05-27T21:26:10.887Z,731,325
4.929785,2024-05-27T21:26:10.887Z,728,329
4.94644,2024-05-27T21:26:10.887Z,719,330
4.963095,2024-05-27T21:26:10.887Z,712,338
4.979751,2024-05-27T21:26:10.887Z,711,345
4.996405,2024-05-27T21:26:10.887Z,708,341
5.0130609999999995,2024-05-27T21:26:10.887Z,707,337
5.029716,2024-05-27T21:26:10.887Z,704,341
5.046371,2024-05-27T21:26:10.887Z,705,337
5.063026,2024-05-27T21:26:10.887Z,710,335
5.079681,2024-05-27T21:26:10.887Z,705,338
5.096336,2024-05-27T21:26:10.887Z,704,336
5.11299,2024-05-27T21:26:10.887Z,705,336
5.129645,2024-05-27T21:26:10.887Z,702,338
5.1463,2024-05-27T21:26:10.887Z,700,343
5.162954,2024-05-27T21:26:10.887Z,696,341
5.179609,2024-05-27T21:26:10.887Z,699,339
5.196264,2024-05-27T21:26:10.887Z,701,336
5.212918,2024-05-27T21:26:10.887Z,697,337
5.229573,2024-05-27T21:26:10.887Z,696,339
5.246227,2024-05-27T21:26:10.887Z,698,339
5.262881,2024-05-27T21:26:10.887Z,696,338
5.279536,2024-05-27T21:26:10.888Z,695,338
5.296191,2024-05-27T21:26:10.888Z,699,338
5.312845,2024-05-27T21:26:10.888Z,724,330
5.3295,2024-05-27T21:26:10.888Z,773,336
5.3461549999999995,2024-05-27T21:26:10.888Z,783,338
5.36281,2024-05-27T21:26:10.888Z,784,336
5.379464,2024-05-27T21:26:10.888Z,784,333
5.396119,2024-05-27T21:26:10.888Z,782,337
5.412774,2024-05-27T21:26:10.888Z,785,341
5.429428,2024-05-27T21:26:10.888Z,789,340
5.446083,2024-05-27T21:26:10.888Z,788,340
5.462738,2024-05-27T21:26:10.888Z,786,341
5.479392,2024-05-27T21:26:10.888Z,788,340
5.496047,2024-05-27T21:26:10.888Z,788,339
5.512702,2024-05-27T21:26:10.888Z,786,337
5.529356,2024-05-27T21:26:10.888Z,787,341
5.546011,2024-05-27T21:26:10.888Z,789,350
5.562666,2024-05-27T21:26:10.888Z,790,351
5.57932,2024-05-27T21:26:10.888Z,793,347
5.595975,2024-05-27T21:26:10.888Z,792,348
5.61263,2024-05-27T21:26:10.888Z,790,348
5.629285,2024-05-27T21:26:10.888Z,834,343
5.645939,2024-05-27T21:26:10.888Z,866,338
5.662594,2024-05-27T21:26:10.888Z,867,336
5.6792489999999995,2024-05-27T21:26:10.888Z,860,334
5.695903,2024-05-27T21:26:10.888Z,857,336
5.712558,2024-05-27T21:26:10.888Z,861,340
5.729213,2024-05-27T21:26:10.888Z,858,344
5.745867,2024-05-27T21:26:10.888Z,862,345
5.762522,2024-05-27T21:26:10.888Z,864,342
5.779177,2024-05-27T21:26:10.888Z,858,343
5.795831,2024-05-27T21:26:10.888Z,857,348
5.812485,2024-05-27T21:26:10.888Z,860,356
5.82914,2024-05-27T21:26:10.888Z,864,355
5.845794,2024-05-27T21:26:10.888Z,860,343
5.862449,2024-05-27T21:26:10.888Z,887,343
5.879104,2024-05-27T21:26:10.888Z,920,344
5.895759,2024-05-27T21:26:10.888Z,928,343
5.912413,2024-05-27T21:26:10.888Z,928,347
5.929068,2024-05-27T21:26:10.888Z,930,351
5.945723,2024-05-27T21:26:10.888Z,931,351
5.962377,2024-05-27T21:26:10.888Z,934,351
5.979032,2024-05-27T21:26:10.888Z,930,355
5.995687,2024-05-27T21:26:10.888Z,925,356
6.012341,2024-05-27T21:26:10.888Z,928,359
6.028996,2024-05-27T21:26:10.888Z,923,358
6.045651,2024-05-27T21:26:10.888Z,926,357
6.062305,2024-05-27T21:26:10.888Z,929,355
6.07896,2024-05-27T21:26:10.888Z,929,355
6.095615,2024-05-27T21:26:10.888Z,931,357
6.112269,2024-05-27T21:26:10.888Z,935,361
6.128924,2024-05-27T21:26:10.888Z,935,364
6.145579,2024-05-27T21:26:10.888Z,935,364
6.162234,2024-05-27T21:26:10.888Z,935,365
6.178888,2024-05-27T21:26:10.888Z,938,365
6.195543,2024-05-27T21:26:10.888Z,963,368
6.212198,2024-05-27T21:26:10.888Z,977,372
6.228852,2024-05-27T21:26:10.888Z,980,371
6.245507,2024-05-27T21:26:10.888Z,980,366
6.262162,2024-05-27T21:26:10.888Z,977,367
6.278816,2024-05-27T21:26:10.888Z,975,367
6.295471,2024-05-27T21:26:10.888Z,976,367
6.312126,2024-05-27T21:26:10.888Z,973,370
6.32878,2024-05-27T21:26:10.888Z,973,373
6.345435,2024-05-27T21:26:10.889Z,978,374
6.36209,2024-05-27T21:26:10.889Z,974,373
6.378743,2024-05-27T21:26:10.889Z,975,371
6.395398,2024-05-27T21:26:10.889Z,974,372
6.412053,2024-05-27T21:26:10.889Z,975,378
6.428708,2024-05-27T21:26:10.889Z,978,379
6.445362,2024-05-27T21:26:10.889Z,975,376
6.462017,2024-05-27T21:26:10.889Z,952,430
6.4786719999999995,2024-05-27T21:26:10.889Z,1001,440
6.495326,2024-05-27T21:26:10.889Z,1004,442
6.511981,2024-05-27T21:26:10.889Z,1010,436
6.528636,2024-05-27T21:26:10.889Z,1010,436
6.54529,2024-05-27T21:26:10.889Z,1006,434
6.561945,2024-05-27T21:26:10.889Z,1008,431
6.5786,2024-05-27T21:26:10.889Z,1003,428
6.595254,2024-05-27T21:26:10.889Z,1001,429
6.611909,2024-05-27T21:26:10.889Z,1011,442
6.628564,2024-05-27T21:26:10.889Z,1011,444
6.645218,2024-05-27T21:26:10.889Z,1007,436
6.661873,2024-05-27T21:26:10.889Z,1008,433
6.678528,2024-05-27T21:26:10.889Z,1012,436
6.695183,2024-05-27T21:26:10.889Z,1019,435
6.711837,2024-05-27T21:26:10.889Z,1050,420
6.728492,2024-05-27T21:26:10.889Z,1055,420
6.745147,2024-05-27T21:26:10.889Z,1046,417
6.761801,2024-05-27T21:26:10.889Z,1040,417
6.778456,2024-05-27T21:26:10.890Z,1051,420
6.795111,2024-05-27T21:26:10.890Z,1055,419
6.8117659999999995,2024-05-27T21:26:10.890Z,1049,416
6.828421,2024-05-27T21:26:10.890Z,1050,417
6.845076,2024-05-27T21:26:10.890Z,1045,420
6.86173,2024-05-27T21:26:10.890Z,1037,422
6.878385,2024-05-27T21:26:10.890Z,899,416
6.89504,2024-05-27T21:26:10.890Z,693,369
6.911695,2024-05-27T21:26:10.890Z,675,363
6.92835,2024-05-27T21:26:10.890Z,686,366
6.945005,2024-05-27T21:26:10.890Z,696,388
6.961659,2024-05-27T21:26:10.890Z,700,387
6.978313,2024-05-27T21:26:10.890Z,699,379
6.994968,2024-05-27T21:26:10.890Z,698,380
7.011624,2024-05-27T21:26:10.890Z,699,383
7.028278,2024-05-27T21:26:10.890Z,697,382
7.044933,2024-05-27T21:26:10.890Z,695,380
7.061588,2024-05-27T21:26:10.890Z,701,379
7.078242,2024-05-27T21:26:10.890Z,700,378
7.094898,2024-05-27T21:26:10.890Z,695,379
7.111553,2024-05-27T21:26:10.890Z,694,379
7.128207,2024-05-27T21:26:10.890Z,697,379
7.144862,2024-05-27T21:26:10.890Z,696,377
7.161517,2024-05-27T21:26:10.890Z,697,378
7.178171,2024-05-27T21:26:10.890Z,697,381
7.194827,2024-05-27T21:26:10.890Z,697,384
7.211482,2024-05-27T21:26:10.890Z,697,387
7.228137,2024-05-27T21:26:10.891Z,694,386
7.244791,2024-05-27T21:26:10.891Z,694,382
7.261446,2024-05-27T21:26:10.891Z,694,382
7.278101,2024-05-27T21:26:10.891Z,697,390
7.294756,2024-05-27T21:26:10.891Z,697,391
7.311411,2024-05-27T21:26:10.891Z,707,379
7.328066,2024-05-27T21:26:10.891Z,832,377
7.34472,2024-05-27T21:26:10.891Z,1005,369
7.361375,2024-05-27T21:26:10.891Z,1068,413
7.378031,2024-05-27T21:26:10.891Z,1063,422
7.394685,2024-05-27T21:26:10.891Z,1068,419
7.41134,2024-05-27T21:26:10.891Z,1061,419
7.427995,2024-05-27T21:26:10.891Z,1057,422
7.444648999999999,2024-05-27T21:26:10.891Z,1062,420
7.461305,2024-05-27T21:26:10.891Z,1064,420
7.47796,2024-05-27T21:26:10.891Z,1063,412
7.4946150000000005,2024-05-27T21:26:10.891Z,1064,414
7.5112689999999995,2024-05-27T21:26:10.891Z,1065,414
7.527924,2024-05-27T21:26:10.891Z,1060,410
7.544579,2024-05-27T21:26:10.891Z,1054,420
7.5612330000000005,2024-05-27T21:26:10.891Z,998,363
7.577888000000001,2024-05-27T21:26:10.891Z,939,312
7.594543000000001,2024-05-27T21:26:10.891Z,669,322
7.611197,2024-05-27T21:26:10.891Z,669,322
7.627852999999999,2024-05-27T21:26:10.891Z,680,324
7.644507999999999,2024-05-27T21:26:10.891Z,668,384
7.661162,2024-05-27T21:26:10.891Z,667,382
7.677817,2024-05-27T21:26:10.891Z,668,384
7.6944729999999995,2024-05-27T21:26:10.891Z,671,383
7.711127,2024-05-27T21:26:10.891Z,692,340
7.727782,2024-05-27T21:26:10.891Z,686,339
7.7444370000000005,2024-05-27T21:26:10.891Z,686,339
7.7610920000000005,2024-05-27T21:26:10.891Z,683,333
7.777747000000001,2024-05-27T21:26:10.891Z,682,330
7.794402000000001,2024-05-27T21:26:10.891Z,717,326
7.811057000000001,2024-05-27T21:26:10.891Z,697,341
7.827711,2024-05-27T21:26:10.891Z,702,336
7.844366,2024-05-27T21:26:10.891Z,704,362
7.861021999999999,2024-05-27T21:26:10.891Z,706,364
7.877676,2024-05-27T21:26:10.891Z,708,364
7.894331,2024-05-27T21:26:10.891Z,704,365
7.910986,2024-05-27T21:26:10.892Z,696,345
7.927639999999999,2024-05-27T21:26:10.892Z,695,352
7.944294999999999,2024-05-27T21:26:10.892Z,728,339
7.9609510000000006,2024-05-27T21:26:10.892Z,730,341
7.977605,2024-05-27T21:26:10.892Z,696,352
7.99426,2024-05-27T21:26:10.892Z,697,350
8.010916000000002,2024-05-27T21:26:10.892Z,704,365
8.027570999999998,2024-05-27T21:26:10.892Z,704,364
8.044225,2024-05-27T21:26:10.892Z,711,375
8.060880000000001,2024-05-27T21:26:10.892Z,722,378
8.077535000000001,2024-05-27T21:26:10.892Z,741,366
8.094189,2024-05-27T21:26:10.892Z,758,368
8.110844,2024-05-27T21:26:10.892Z,759,371
8.127499,2024-05-27T21:26:10.892Z,763,370
8.144154,2024-05-27T21:26:10.892Z,764,368
8.160809,2024-05-27T21:26:10.892Z,764,367
8.177464,2024-05-27T21:26:10.892Z,764,362
8.194118,2024-05-27T21:26:10.892Z,761,358
8.210773,2024-05-27T21:26:10.892Z,762,373
8.227429,2024-05-27T21:26:10.892Z,765,378
8.244083,2024-05-27T21:26:10.892Z,760,358
8.260739000000001,2024-05-27T21:26:10.892Z,758,354
8.277394000000001,2024-05-27T21:26:10.892Z,761,355
8.294049000000001,2024-05-27T21:26:10.892Z,764,362
8.310703,2024-05-27T21:26:10.892Z,762,373
8.327358,2024-05-27T21:26:10.892Z,761,369
8.344014000000001,2024-05-27T21:26:10.892Z,761,364
8.360668,2024-05-27T21:26:10.892Z,760,363
8.377323,2024-05-27T21:26:10.892Z,762,369
8.393978,2024-05-27T21:26:10.892Z,761,372
8.410632,2024-05-27T21:26:10.892Z,759,371
8.427288,2024-05-27T21:26:10.892Z,758,371
8.443943,2024-05-27T21:26:10.892Z,759,377
8.460597,2024-05-27T21:26:10.892Z,762,377
8.477252,2024-05-27T21:26:10.892Z,761,374
8.493907,2024-05-27T21:26:10.892Z,762,377
8.510562,2024-05-27T21:26:10.892Z,763,377
8.527217,2024-05-27T21:26:10.892Z,762,374
8.543873000000001,2024-05-27T21:26:10.892Z,761,383
8.560528000000001,2024-05-27T21:26:10.892Z,795,379
8.577182,2024-05-27T21:26:10.892Z,820,371
8.593837,2024-05-27T21:26:10.892Z,827,370
8.610492,2024-05-27T21:26:10.892Z,828,372
8.627147,2024-05-27T21:26:10.892Z,828,375
