time_seconds,current_time,left_x,left_y,right_x,right_y
0.0,2024-06-22T19:40:26.002Z,nan,nan,nan,nan
0.016682,2024-06-22T19:40:26.018Z,nan,nan,nan,nan
0.046954,2024-06-22T19:40:26.065Z,nan,nan,nan,nan
0.063612,2024-06-22T19:40:26.083Z,nan,nan,nan,nan
0.097665,2024-06-22T19:40:26.097Z,nan,nan,nan,nan
0.114327,2024-06-22T19:40:26.112Z,0.35471558570861816,0.5118478536605835,0.390036016702652,0.46225014328956604
0.130988,2024-06-22T19:40:26.128Z,0.3532305955886841,0.5175322890281677,0.3880349397659302,0.4663335084915161
0.147649,2024-06-22T19:40:26.143Z,0.355852335691452,0.5158568024635315,0.3905678689479828,0.4668147563934326
0.164308,2024-06-22T19:40:26.175Z,0.3620188534259796,0.5229706764221191,0.3904617130756378,0.46946606040000916
0.180968,2024-06-22T19:40:26.191Z,0.3646492063999176,0.5249086618423462,0.39022397994995117,0.4738270938396454
0.197626,2024-06-22T19:40:26.206Z,0.36251217126846313,0.5293774008750916,0.3890470564365387,0.4703384041786194
0.214273,2024-06-22T19:40:26.222Z,0.362250953912735,0.5314426422119141,0.3918206989765167,0.4766424894332886
0.230918,2024-06-22T19:40:26.238Z,0.36360207200050354,0.5260911583900452,0.39709052443504333,0.4880349338054657
0.24756,2024-06-22T19:40:26.253Z,0.36764296889305115,0.5390886068344116,0.39095863699913025,0.48774707317352295
0.264216,2024-06-22T19:40:26.269Z,0.3688831925392151,0.5356517434120178,0.40558895468711853,0.45467787981033325
0.280874,2024-06-22T19:40:26.285Z,0.44894739985466003,0.4236443042755127,0.4696580171585083,0.4074289798736572
0.29753,2024-06-22T19:40:26.301Z,0.4504070580005646,0.43735864758491516,0.4772863984107971,0.41265326738357544
0.314183,2024-06-22T19:40:26.316Z,0.4543471336364746,0.4380016028881073,0.4728884994983673,0.40679556131362915
0.330822,2024-06-22T19:40:26.332Z,0.4561685621738434,0.4433155357837677,0.4770117998123169,0.4107065796852112
0.347459,2024-06-22T19:40:26.347Z,0.45655813813209534,0.4503870904445648,0.4825250804424286,0.4097127616405487
0.364101,2024-06-22T19:40:26.363Z,0.45291686058044434,0.44236376881599426,0.48005130887031555,0.40347397327423096
0.380756,2024-06-22T19:40:26.384Z,0.45688655972480774,0.4330425262451172,0.47559061646461487,0.40996605157852173
0.397412,2024-06-22T19:40:26.395Z,0.45944324135780334,0.43129342794418335,0.4712902009487152,0.4057932198047638
0.414067,2024-06-22T19:40:26.410Z,0.4534291625022888,0.44340115785598755,0.4743093252182007,0.4010545611381531
0.430722,2024-06-22T19:40:26.442Z,0.4552748501300812,0.4555152654647827,0.48108771443367004,0.40401753783226013
0.447379,2024-06-22T19:40:26.457Z,0.4570264518260956,0.45531144738197327,0.4787161350250244,0.40846267342567444
0.464034,2024-06-22T19:40:26.473Z,0.45363256335258484,0.45151615142822266,0.47540581226348877,0.41010090708732605
0.480691,2024-06-22T19:40:26.489Z,0.4547808766365051,0.44126516580581665,0.47930121421813965,0.40429773926734924
0.497347,2024-06-22T19:40:26.504Z,0.4569717347621918,0.42387455701828003,0.4594644010066986,0.4365845322608948
0.514001,2024-06-22T19:40:26.520Z,0.3311695158481598,0.6517655253410339,0.3704776465892792,0.5840639472007751
0.530658,2024-06-22T19:40:26.536Z,0.3383064568042755,0.6575706601142883,0.35967934131622314,0.6099326610565186
0.547327,2024-06-22T19:40:26.551Z,0.34089794754981995,0.6479154229164124,0.3614531457424164,0.6057207584381104
0.563996,2024-06-22T19:40:26.567Z,0.3348284959793091,0.6492415070533752,0.36281049251556396,0.6105843186378479
0.580667,2024-06-22T19:40:26.584Z,0.3261091709136963,0.6633109450340271,0.3643657863140106,0.6048499345779419
0.597323,2024-06-22T19:40:26.599Z,0.33445143699645996,0.6621257662773132,0.3726816177368164,0.6060080528259277
0.613979,2024-06-22T19:40:26.614Z,0.3335234820842743,0.6533491611480713,0.37178120017051697,0.6078765988349915
0.630636,2024-06-22T19:40:26.630Z,0.32683053612709045,0.6576137542724609,0.3627296984195709,0.6023266315460205
0.647289,2024-06-22T19:40:26.646Z,0.32631704211235046,0.6558517217636108,0.36170336604118347,0.6025676131248474
0.66394,2024-06-22T19:40:26.661Z,0.33348679542541504,0.6558871269226074,0.3601396679878235,0.596203088760376
0.680588,2024-06-22T19:40:26.684Z,0.33637791872024536,0.4987199008464813,0.3615969121456146,0.41851022839546204
