time_seconds,current_time,left_x,left_y,right_x,right_y
0.0,2024-06-21T16:36:25.139Z,nan,nan,nan,nan
0.016662,2024-06-21T16:36:25.156Z,nan,nan,nan,nan
0.046894,2024-06-21T16:36:25.187Z,nan,nan,nan,nan
0.06355,2024-06-21T16:36:25.218Z,nan,nan,nan,nan
0.097597,2024-06-21T16:36:25.240Z,nan,nan,nan,nan
0.114257,2024-06-21T16:36:25.250Z,0.5847845673561096,0.5674716830253601,0.5619175434112549,0.5769369006156921
0.130917,2024-06-21T16:36:25.266Z,0.5349105000495911,0.5614272952079773,0.5040624141693115,0.5790185332298279
0.147577,2024-06-21T16:36:25.281Z,0.5145212411880493,0.5108819007873535,0.4913673996925354,0.5421978831291199
0.164234,2024-06-21T16:36:25.303Z,0.5270026326179504,0.4346795976161957,0.5050944089889526,0.44664302468299866
0.180889,2024-06-21T16:36:25.312Z,0.5219845771789551,0.42369943857192993,0.5004862546920776,0.43465977907180786
0.197546,2024-06-21T16:36:25.328Z,0.5304869413375854,0.4269959628582001,0.5070286393165588,0.4283202588558197
0.214198,2024-06-21T16:36:25.359Z,0.5517334938049316,0.3673436939716339,0.5006133913993835,0.4246535897254944
0.230847,2024-06-21T16:36:25.375Z,0.5998345613479614,0.23585589230060577,0.4941324293613434,0.421063095331192
0.247498,2024-06-21T16:36:25.390Z,nan,nan,nan,nan
0.264153,2024-06-21T16:36:25.406Z,nan,nan,nan,nan
0.280808,2024-06-21T16:36:25.422Z,nan,nan,nan,nan
0.297464,2024-06-21T16:36:25.438Z,nan,nan,nan,nan
0.314118,2024-06-21T16:36:25.453Z,nan,nan,nan,nan
0.330765,2024-06-21T16:36:25.469Z,nan,nan,nan,nan
0.347412,2024-06-21T16:36:25.479Z,nan,nan,0.48313525319099426,0.4850006699562073
0.364061,2024-06-21T16:36:25.495Z,0.49551430344581604,0.6451716423034668,0.47193512320518494,0.5281733274459839
0.380716,2024-06-21T16:36:25.526Z,0.48960378766059875,0.5742116570472717,0.4587957561016083,0.5127285718917847
0.39737,2024-06-21T16:36:25.543Z,0.488788366317749,0.5108494758605957,0.45139992237091064,0.4667239487171173
0.414025,2024-06-21T16:36:25.558Z,0.5014663934707642,0.48248016834259033,0.4567745327949524,0.48319002985954285
0.430673,2024-06-21T16:36:25.574Z,0.49362713098526,0.4454776346683502,0.45572808384895325,0.4904220402240753
0.447318,2024-06-21T16:36:25.590Z,0.4855737090110779,0.4514445662498474,0.45477089285850525,0.4720034897327423
