time_seconds,current_time,left_x,left_y,right_x,right_y
0.0,2024-06-21T21:38:55.275Z,nan,nan,nan,nan
0.016625,2024-06-21T21:38:55.290Z,nan,nan,nan,nan
0.047383,2024-06-21T21:38:55.321Z,nan,nan,nan,nan
0.064031,2024-06-21T21:38:55.353Z,nan,nan,nan,nan
0.09807,2024-06-21T21:38:55.369Z,nan,nan,nan,nan
0.114733,2024-06-21T21:38:55.384Z,nan,nan,nan,nan
0.131398,2024-06-21T21:38:55.400Z,nan,nan,nan,nan
0.148058,2024-06-21T21:38:55.416Z,nan,nan,nan,nan
0.16471,2024-06-21T21:38:55.440Z,nan,nan,nan,nan
0.18136,2024-06-21T21:38:55.447Z,0.4858905076980591,0.5939080715179443,0.4478696584701538,0.746341347694397
0.198012,2024-06-21T21:38:55.479Z,0.46961644291877747,0.6651742458343506,0.4431398808956146,0.6911535263061523
0.214667,2024-06-21T21:38:55.494Z,0.4539841413497925,0.6191354990005493,0.44356784224510193,0.6671238541603088
0.231325,2024-06-21T21:38:55.510Z,0.4537030756473541,0.509201169013977,0.445693701505661,0.680465817451477
0.247983,2024-06-21T21:38:55.525Z,0.4624611437320709,0.5169925689697266,0.4494454562664032,0.6216976642608643
0.264637,2024-06-21T21:38:55.542Z,0.46971750259399414,0.5016337633132935,0.4596247673034668,0.5404159426689148
0.28129,2024-06-21T21:38:55.558Z,0.4672931432723999,0.5154995918273926,0.46169209480285645,0.5407118797302246
0.297941,2024-06-21T21:38:55.573Z,0.4640260636806488,0.5151148438453674,0.4652630388736725,0.5294997692108154
0.314595,2024-06-21T21:38:55.589Z,0.4564876854419708,0.5092446208000183,0.4628404676914215,0.5420342683792114
0.331257,2024-06-21T21:38:55.606Z,0.46245166659355164,0.5111349821090698,0.4623984098434448,0.5497584939002991
0.347919,2024-06-21T21:38:55.621Z,0.4524306654930115,0.5044170022010803,0.45137137174606323,0.5446353554725647
0.364581,2024-06-21T21:38:55.640Z,0.41547879576683044,0.5002771615982056,0.4124908447265625,0.5193029642105103
0.381235,2024-06-21T21:38:55.653Z,0.4005213677883148,0.4908278286457062,0.4029594957828522,0.5155395269393921
0.397887,2024-06-21T21:38:55.669Z,0.3999207615852356,0.4913148283958435,0.39611169695854187,0.5210503339767456
0.414541,2024-06-21T21:38:55.684Z,0.3979036211967468,0.4939800500869751,0.3952060341835022,0.5153624415397644
0.431198,2024-06-21T21:38:55.700Z,0.3983798027038574,0.49595052003860474,0.3962273597717285,0.5109638571739197
0.447856,2024-06-21T21:38:55.716Z,0.3983670473098755,0.49783241748809814,0.3949374556541443,0.5095232129096985
0.464517,2024-06-21T21:38:55.741Z,0.39832496643066406,0.501916766166687,0.3923196494579315,0.5095630288124084
0.481175,2024-06-21T21:38:55.763Z,0.39777180552482605,0.5009922385215759,0.3950174152851105,0.5184200406074524
0.497828,2024-06-21T21:38:55.779Z,0.3982613980770111,0.49569642543792725,0.39487725496292114,0.5173546075820923
0.514482,2024-06-21T21:38:55.795Z,0.396156907081604,0.49322864413261414,0.3969852328300476,0.5128644704818726
0.531137,2024-06-21T21:38:55.810Z,0.39867737889289856,0.4952816665172577,0.3992626667022705,0.522737443447113
0.547796,2024-06-21T21:38:55.826Z,0.40238216519355774,0.4928882122039795,0.39448320865631104,0.5219054818153381
0.564455,2024-06-21T21:38:55.841Z,0.3970526158809662,0.48996207118034363,0.39811673760414124,0.5164379477500916
0.581116,2024-06-21T21:38:55.857Z,0.3959245979785919,0.4974716007709503,0.4047585725784302,0.5135372877120972
0.597771,2024-06-21T21:38:55.873Z,0.3980691134929657,0.49768272042274475,0.4014297425746918,0.5178886651992798
0.614425,2024-06-21T21:38:55.889Z,0.41470250487327576,0.5002537369728088,0.4074760377407074,0.5332383513450623
0.63108,2024-06-21T21:38:55.904Z,0.46576306223869324,0.5345099568367004,0.4250142574310303,0.5502641797065735
0.647736,2024-06-21T21:38:55.920Z,0.5022672414779663,0.5681434869766235,0.5004535913467407,0.6036669015884399
0.664396,2024-06-21T21:38:55.942Z,0.5049633383750916,0.5787308812141418,0.5090460181236267,0.600779116153717
0.681058,2024-06-21T21:38:55.952Z,0.5036421418190002,0.579702615737915,0.5119094252586365,0.5979250073432922
0.697718,2024-06-21T21:38:55.975Z,0.5028130412101746,0.5791138410568237,0.5098986029624939,0.6022267937660217
0.714372,2024-06-21T21:38:55.983Z,0.5072587132453918,0.576245129108429,0.508939802646637,0.6056643724441528
0.731027,2024-06-21T21:38:55.999Z,0.506793200969696,0.570172131061554,0.5086978077888489,0.6074804663658142
0.747683,2024-06-21T21:38:56.030Z,0.5072513818740845,0.5744110941886902,0.5085914731025696,0.5977388024330139
0.764337,2024-06-21T21:38:56.042Z,0.5089533925056458,0.572412371635437,0.5038051009178162,0.5929465889930725
0.780986,2024-06-21T21:38:56.062Z,0.5065207481384277,0.5665538907051086,0.4994071424007416,0.6029857993125916
0.797634,2024-06-21T21:38:56.078Z,0.5061284899711609,0.569379985332489,0.5026748180389404,0.6082953214645386
0.814282,2024-06-21T21:38:56.094Z,0.5058287382125854,0.5702638626098633,0.5037331581115723,0.6072834134101868
0.830935,2024-06-21T21:38:56.109Z,0.5076926350593567,0.5719892382621765,0.5046831965446472,0.6045414805412292
0.847589,2024-06-21T21:38:56.125Z,0.5073590874671936,0.5809566378593445,0.5117422938346863,0.6109429597854614
0.864244,2024-06-21T21:38:56.144Z,0.5070047974586487,0.5786905288696289,0.5107210278511047,0.6103739738464355
0.880899,2024-06-21T21:38:56.156Z,0.5398783087730408,0.5560318827629089,0.5318713784217834,0.5976051688194275
0.897555,2024-06-21T21:38:56.172Z,0.5698044300079346,0.5484288930892944,0.5677905678749084,0.5775972008705139
0.914212,2024-06-21T21:38:56.192Z,0.5733924508094788,0.5533513426780701,0.567656397819519,0.5747631788253784
0.930868,2024-06-21T21:38:56.204Z,0.5746729373931885,0.5479523539543152,0.5722967386245728,0.5757613182067871
0.947525,2024-06-21T21:38:56.220Z,0.5716599822044373,0.5443035960197449,0.5707901120185852,0.5747417211532593
0.964182,2024-06-21T21:38:56.242Z,0.567359447479248,0.5375545620918274,0.5656293034553528,0.582318127155304
0.980836,2024-06-21T21:38:56.251Z,0.5671805143356323,0.5412799119949341,0.5665039420127869,0.584402859210968
0.997491,2024-06-21T21:38:56.267Z,0.5706817507743835,0.5501556396484375,0.5721893310546875,0.5781944990158081
1.014146,2024-06-21T21:38:56.283Z,0.5689806938171387,0.5355420112609863,0.5706020593643188,0.5852798819541931
1.0308,2024-06-21T21:38:56.311Z,0.5673688054084778,0.5313513875007629,0.5687666535377502,0.5811067819595337
1.047455,2024-06-21T21:38:56.316Z,0.5699262619018555,0.5376737713813782,0.5678375363349915,0.5728216767311096
1.06411,2024-06-21T21:38:56.342Z,0.5696847438812256,0.5367119908332825,0.5682607293128967,0.5831444263458252
1.080765,2024-06-21T21:38:56.363Z,0.5608404874801636,0.5419101119041443,0.5604717135429382,0.5833383202552795
1.097418,2024-06-21T21:38:56.379Z,0.5432727336883545,0.5587148070335388,0.5357372164726257,0.5909315347671509
1.114071,2024-06-21T21:38:56.396Z,0.5319029092788696,0.5723281502723694,0.5281267762184143,0.5934743881225586
1.130724,2024-06-21T21:38:56.411Z,0.5313253998756409,0.5703113675117493,0.5265764594078064,0.6035618782043457
1.147377,2024-06-21T21:38:56.427Z,0.5317729115486145,0.5671074390411377,0.5302407145500183,0.6043881773948669
1.164031,2024-06-21T21:38:56.443Z,0.5307953953742981,0.5702173113822937,0.5294762849807739,0.599724531173706
1.180684,2024-06-21T21:38:56.459Z,0.5296515226364136,0.5760961771011353,0.525324285030365,0.6121705770492554
1.197337,2024-06-21T21:38:56.475Z,0.5291954278945923,0.5796296000480652,0.5245167016983032,0.6081661581993103
1.213991,2024-06-21T21:38:56.490Z,0.5267915725708008,0.5747475028038025,0.5238080620765686,0.6010597944259644
1.230645,2024-06-21T21:38:56.506Z,0.5264522433280945,0.5679900646209717,0.5219234228134155,0.6054520010948181
1.247297,2024-06-21T21:38:56.522Z,0.528040885925293,0.5719216465950012,0.5273360013961792,0.6126540303230286
1.26395,2024-06-21T21:38:56.544Z,0.5289455652236938,0.5754089951515198,0.5300207734107971,0.6088584661483765
1.280604,2024-06-21T21:38:56.554Z,0.5302858352661133,0.57350093126297,0.5269815921783447,0.6002415418624878
1.297258,2024-06-21T21:38:56.570Z,0.5305403470993042,0.5727079510688782,0.5286643505096436,0.6069861650466919
1.313913,2024-06-21T21:38:56.585Z,0.5305561423301697,0.569165050983429,0.5310612916946411,0.6095828413963318
1.330567,2024-06-21T21:38:56.601Z,0.5330122113227844,0.5729624629020691,0.5310876369476318,0.6056035161018372
1.347222,2024-06-21T21:38:56.616Z,0.532624363899231,0.5767161250114441,0.5262942910194397,0.609617292881012
1.363876,2024-06-21T21:38:56.645Z,0.5308031439781189,0.5720974206924438,0.5267329812049866,0.6065879464149475
1.380531,2024-06-21T21:38:56.664Z,0.5310707688331604,0.5714609622955322,0.5310485363006592,0.6016067266464233
1.397185,2024-06-21T21:38:56.664Z,0.5304012298583984,0.575469970703125,0.5306283831596375,0.6025623679161072
1.413839,2024-06-21T21:38:56.695Z,nan,nan,nan,nan
1.430494,2024-06-21T21:38:56.711Z,nan,nan,nan,nan
1.447149,2024-06-21T21:38:56.726Z,nan,nan,nan,nan
1.463803,2024-06-21T21:38:56.742Z,nan,nan,nan,nan
1.480457,2024-06-21T21:38:56.761Z,nan,nan,nan,nan
1.497112,2024-06-21T21:38:56.775Z,nan,nan,nan,nan
1.513766,2024-06-21T21:38:56.791Z,0.512471079826355,0.6048026084899902,nan,nan
1.53042,2024-06-21T21:38:56.806Z,0.5035814046859741,0.6559825539588928,0.47986119985580444,0.7646157741546631
1.547075,2024-06-21T21:38:56.822Z,0.5042657852172852,0.6325528621673584,0.4892227053642273,0.7308573722839355
1.563729,2024-06-21T21:38:56.845Z,0.5122057199478149,0.5617140531539917,0.5108199119567871,0.646316409111023
1.580383,2024-06-21T21:38:56.854Z,0.5126404762268066,0.5848533511161804,0.512773334980011,0.6328543424606323
1.597038,2024-06-21T21:38:56.869Z,0.5080479383468628,0.5847430229187012,0.5103857517242432,0.6048796772956848
1.613693,2024-06-21T21:38:56.885Z,0.507338285446167,0.5823931097984314,0.5097101926803589,0.6104167103767395
1.630347,2024-06-21T21:38:56.901Z,0.5100827813148499,0.5882161855697632,0.5123797059059143,0.6159008741378784
1.647001,2024-06-21T21:38:56.916Z,0.5101315379142761,0.5795347690582275,0.5128893256187439,0.6136752367019653
1.663656,2024-06-21T21:38:56.945Z,0.5076457262039185,0.5779521465301514,0.5114268064498901,0.6076240539550781
1.68031,2024-06-21T21:38:56.948Z,0.510364830493927,0.585835874080658,0.5126684308052063,0.6074914336204529
1.696965,2024-06-21T21:38:56.964Z,0.5093300938606262,0.5833226442337036,0.5146053433418274,0.616675078868866
1.71362,2024-06-21T21:38:56.995Z,0.5077934265136719,0.5763403177261353,0.5122979879379272,0.615247905254364
1.730273,2024-06-21T21:38:57.011Z,0.5092694163322449,0.57501620054245,0.5101575255393982,0.6146535277366638
1.746927,2024-06-21T21:38:57.026Z,0.5044142603874207,0.5783458352088928,0.5157358646392822,0.6142990589141846
1.763582,2024-06-21T21:38:57.042Z,0.50105881690979,0.582055926322937,0.5206084847450256,0.6124597191810608
1.780236,2024-06-21T21:38:57.058Z,0.501412034034729,0.5829026699066162,0.5168448090553284,0.6160017251968384
1.79689,2024-06-21T21:38:57.074Z,0.5043236017227173,0.583855926990509,0.5156186819076538,0.6198633909225464
1.813545,2024-06-21T21:38:57.089Z,0.506501317024231,0.5803118348121643,0.5210103392601013,0.6146391034126282
1.830199,2024-06-21T21:38:57.105Z,0.5075916051864624,0.5775951743125916,0.5209701657295227,0.6124858260154724
1.846854,2024-06-21T21:38:57.121Z,0.509184718132019,0.5978410840034485,0.5215831398963928,0.65330970287323
1.863508,2024-06-21T21:38:57.136Z,0.5155236124992371,0.6251292824745178,0.5343249440193176,0.7396743297576904
1.880163,2024-06-21T21:38:57.153Z,nan,nan,nan,nan
1.896817,2024-06-21T21:38:57.168Z,nan,nan,nan,nan
1.913471,2024-06-21T21:38:57.184Z,nan,nan,nan,nan
1.930126,2024-06-21T21:38:57.200Z,nan,nan,nan,nan
1.94678,2024-06-21T21:38:57.215Z,nan,nan,nan,nan
1.963435,2024-06-21T21:38:57.231Z,nan,nan,0.4589212238788605,0.9054449200630188
1.980089,2024-06-21T21:38:57.256Z,0.4702281355857849,0.49836066365242004,0.4589212238788605,0.9054449200630188
1.996743,2024-06-21T21:38:57.263Z,0.45662349462509155,0.5717365741729736,0.4484298527240753,0.6444761157035828
2.013398,2024-06-21T21:38:57.294Z,0.4463362693786621,0.5719460248947144,0.45666947960853577,0.6289825439453125
2.030052,2024-06-21T21:38:57.310Z,0.44902315735816956,0.4969586133956909,0.4619525074958801,0.5810316205024719
2.046706,2024-06-21T21:38:57.325Z,0.4510807693004608,0.5045475363731384,0.4619409441947937,0.5545200109481812
2.063361,2024-06-21T21:38:57.341Z,0.4510185122489929,0.5091121196746826,0.4638664126396179,0.5137747526168823
2.080015,2024-06-21T21:38:57.357Z,0.45283326506614685,0.5104249715805054,0.4652065336704254,0.5273152589797974
2.096669,2024-06-21T21:38:57.373Z,0.450842022895813,0.5092864036560059,0.46565479040145874,0.5307707786560059
2.113324,2024-06-21T21:38:57.388Z,0.44930943846702576,0.5080513954162598,0.4618780314922333,0.5251666307449341
2.129979,2024-06-21T21:38:57.404Z,0.451783686876297,0.5103127956390381,0.4622814953327179,0.5147395730018616
2.146633,2024-06-21T21:38:57.420Z,0.4479362964630127,0.5016973614692688,0.4588933289051056,0.5190393924713135
2.163287,2024-06-21T21:38:57.435Z,0.43537503480911255,0.4774129390716553,0.44907423853874207,0.49489250779151917
2.179942,2024-06-21T21:38:57.451Z,0.42653441429138184,0.4584557116031647,0.41939041018486023,0.4128168225288391
2.196596,2024-06-21T21:38:57.467Z,0.3467998802661896,0.24676518142223358,0.3595074713230133,0.28680500388145447
2.21325,2024-06-21T21:38:57.483Z,0.34791263937950134,0.26133838295936584,0.3521263897418976,0.2645169198513031
2.229905,2024-06-21T21:38:57.498Z,0.3486377000808716,0.2656863331794739,0.3571113646030426,0.2688327133655548
2.24656,2024-06-21T21:38:57.514Z,0.3455062210559845,0.2524815499782562,0.3577241599559784,0.2756955027580261
2.263213,2024-06-21T21:38:57.533Z,0.34321844577789307,0.25256985425949097,0.35485535860061646,0.2744254767894745
2.279868,2024-06-21T21:38:57.561Z,0.34400129318237305,0.2597050070762634,0.354854017496109,0.2831994891166687
2.296523,2024-06-21T21:38:57.577Z,0.3438771069049835,0.2570025324821472,0.3516726791858673,0.28386393189430237
