time_seconds,current_time,left_x,left_y,right_x,right_y
0.0,2024-05-27T21:26:10.882Z,nan,nan,nan,nan
0.016624,2024-05-27T21:26:10.882Z,nan,nan,nan,nan
0.048325,2024-05-27T21:26:10.882Z,nan,nan,nan,nan
0.064976,2024-05-27T21:26:10.882Z,nan,nan,nan,nan
0.099013,2024-05-27T21:26:10.882Z,nan,nan,nan,nan
0.115676,2024-05-27T21:26:10.882Z,nan,nan,nan,nan
0.13234,2024-05-27T21:26:10.882Z,nan,nan,nan,nan
0.149,2024-05-27T21:26:10.882Z,nan,nan,nan,nan
0.165652,2024-05-27T21:26:10.882Z,nan,nan,nan,nan
0.182305,2024-05-27T21:26:10.882Z,nan,nan,nan,nan
0.198956,2024-05-27T21:26:10.882Z,nan,nan,nan,nan
0.215608,2024-05-27T21:26:10.882Z,nan,nan,nan,nan
0.232262,2024-05-27T21:26:10.882Z,nan,nan,nan,nan
0.248917,2024-05-27T21:26:10.882Z,nan,nan,nan,nan
0.265572,2024-05-27T21:26:10.883Z,nan,nan,nan,nan
0.282225,2024-05-27T21:26:10.883Z,nan,nan,nan,nan
0.298876,2024-05-27T21:26:10.883Z,nan,nan,nan,nan
0.315531,2024-05-27T21:26:10.883Z,nan,nan,nan,nan
0.332191,2024-05-27T21:26:10.883Z,nan,nan,nan,nan
0.348851,2024-05-27T21:26:10.883Z,nan,nan,nan,nan
0.365508,2024-05-27T21:26:10.883Z,nan,nan,nan,nan
0.382162,2024-05-27T21:26:10.883Z,nan,nan,nan,nan
0.398815,2024-05-27T21:26:10.883Z,nan,nan,nan,nan
0.415467,2024-05-27T21:26:10.883Z,nan,nan,nan,nan
0.432128,2024-05-27T21:26:10.883Z,nan,nan,nan,nan
0.448793,2024-05-27T21:26:10.883Z,nan,nan,nan,nan
0.465457,2024-05-27T21:26:10.883Z,nan,nan,nan,nan
0.482113,2024-05-27T21:26:10.883Z,nan,nan,nan,nan
0.498767,2024-05-27T21:26:10.883Z,nan,nan,nan,nan
0.51542,2024-05-27T21:26:10.883Z,nan,nan,nan,nan
0.532074,2024-05-27T21:26:10.883Z,nan,nan,nan,nan
0.548727,2024-05-27T21:26:10.883Z,nan,nan,nan,nan
0.565379,2024-05-27T21:26:10.883Z,nan,nan,nan,nan
0.582033,2024-05-27T21:26:10.883Z,nan,nan,0.5086023211479187,0.5860788226127625
0.598688,2024-05-27T21:26:10.883Z,nan,nan,0.48161348700523376,0.6329861283302307
0.615342,2024-05-27T21:26:10.883Z,nan,nan,0.48659178614616394,0.6216214895248413
0.631995,2024-05-27T21:26:10.883Z,nan,nan,0.5167390704154968,0.5675038695335388
0.648648,2024-05-27T21:26:10.883Z,0.4709625244140625,0.5601328015327454,0.49060338735580444,0.5577591061592102
0.665301,2024-05-27T21:26:10.883Z,0.4533623456954956,0.5757203102111816,0.45309895277023315,0.5941756367683411
0.681954,2024-05-27T21:26:10.883Z,0.43086525797843933,0.5395628809928894,0.43141913414001465,0.55255526304245
0.698608,2024-05-27T21:26:10.883Z,0.42670416831970215,0.48900067806243896,0.4554833471775055,0.49033647775650024
0.715262,2024-05-27T21:26:10.883Z,0.42723098397254944,0.4773351848125458,0.44650954008102417,0.4648166298866272
0.731915,2024-05-27T21:26:10.883Z,0.42723098397254944,0.4773351848125458,0.4208140969276428,0.5208603739738464
