x,y,time_seconds,current_time,postID,screenshot_filename
853,414,66.834527,2024-06-21 21:25:30.871,5,screenshot_2024-06-21T21_25_48.png
846,416,66.851181,2024-06-21 21:25:30.887,5,screenshot_2024-06-21T21_25_48.png
844,408,66.867836,2024-06-21 21:25:30.903,5,screenshot_2024-06-21T21_25_48.png
882,414,66.88449,2024-06-21 21:25:30.918,5,screenshot_2024-06-21T21_25_48.png
937,427,66.901144,2024-06-21 21:25:30.934,5,screenshot_2024-06-21T21_25_48.png
1024,433,66.917799,2024-06-21 21:25:30.950,5,screenshot_2024-06-21T21_25_48.png
1032,428,66.934454,2024-06-21 21:25:30.965,5,screenshot_2024-06-21T21_25_48.png
1026,429,66.951109,2024-06-21 21:25:30.981,5,screenshot_2024-06-21T21_25_48.png
1024,433,66.967763,2024-06-21 21:25:30.997,5,screenshot_2024-06-21T21_25_48.png
1028,425,66.98441700000001,2024-06-21 21:25:31.012,5,screenshot_2024-06-21T21_25_48.png
1026,422,67.001072,2024-06-21 21:25:31.028,5,screenshot_2024-06-21T21_25_48.png
1032,423,67.017726,2024-06-21 21:25:31.044,5,screenshot_2024-06-21T21_25_48.png
1034,422,67.034381,2024-06-21 21:25:31.075,5,screenshot_2024-06-21T21_25_48.png
1026,424,67.051036,2024-06-21 21:25:31.091,5,screenshot_2024-06-21T21_25_48.png
1023,419,67.06769,2024-06-21 21:25:31.107,5,screenshot_2024-06-21T21_25_48.png
1016,429,67.084344,2024-06-21 21:25:31.122,5,screenshot_2024-06-21T21_25_48.png
1015,434,67.100999,2024-06-21 21:25:31.141,5,screenshot_2024-06-21T21_25_48.png
1019,431,67.117653,2024-06-21 21:25:31.154,5,screenshot_2024-06-21T21_25_48.png
1022,423,67.134308,2024-06-21 21:25:31.169,5,screenshot_2024-06-21T21_25_48.png
1030,421,67.150963,2024-06-21 21:25:31.185,5,screenshot_2024-06-21T21_25_48.png
1012,463,67.167617,2024-06-21 21:25:31.201,5,screenshot_2024-06-21T21_25_48.png
975,529,67.184271,2024-06-21 21:25:31.217,5,screenshot_2024-06-21T21_25_48.png
976,528,67.200926,2024-06-21 21:25:31.242,5,screenshot_2024-06-21T21_25_48.png
979,527,67.217581,2024-06-21 21:25:31.248,5,screenshot_2024-06-21T21_25_48.png
975,526,67.234235,2024-06-21 21:25:31.264,5,screenshot_2024-06-21T21_25_48.png
973,529,67.25089,2024-06-21 21:25:31.280,5,screenshot_2024-06-21T21_25_48.png
976,523,67.267545,2024-06-21 21:25:31.298,5,screenshot_2024-06-21T21_25_48.png
979,518,67.284198,2024-06-21 21:25:31.311,5,screenshot_2024-06-21T21_25_48.png
981,518,67.300854,2024-06-21 21:25:31.327,5,screenshot_2024-06-21T21_25_48.png
947,553,67.317509,2024-06-21 21:25:31.358,5,screenshot_2024-06-21T21_25_48.png
926,561,67.334163,2024-06-21 21:25:31.374,5,screenshot_2024-06-21T21_25_48.png
906,607,67.350818,2024-06-21 21:25:31.389,5,screenshot_2024-06-21T21_25_48.png
886,653,67.367473,2024-06-21 21:25:31.405,5,screenshot_2024-06-21T21_25_48.png
866,700,67.384126,2024-06-21 21:25:31.421,5,screenshot_2024-06-21T21_25_48.png
846,746,67.400781,2024-06-21 21:25:31.437,5,screenshot_2024-06-21T21_25_48.png
826,793,67.417436,2024-06-21 21:25:31.452,5,screenshot_2024-06-21T21_25_48.png
826,793,67.43409,2024-06-21 21:25:31.468,5,screenshot_2024-06-21T21_25_48.png
653,226,67.450745,2024-06-21 21:25:31.488,5,screenshot_2024-06-21T21_25_48.png
656,229,67.4674,2024-06-21 21:25:31.499,5,screenshot_2024-06-21T21_25_48.png
655,224,67.484054,2024-06-21 21:25:31.515,5,screenshot_2024-06-21T21_25_48.png
651,231,67.500708,2024-06-21 21:25:31.531,5,screenshot_2024-06-21T21_25_48.png
650,233,67.517363,2024-06-21 21:25:31.546,5,screenshot_2024-06-21T21_25_48.png
647,226,67.534018,2024-06-21 21:25:31.562,5,screenshot_2024-06-21T21_25_48.png
625,220,67.550672,2024-06-21 21:25:31.578,5,screenshot_2024-06-21T21_25_48.png
614,214,67.567327,2024-06-21 21:25:31.609,5,screenshot_2024-06-21T21_25_48.png
610,206,67.583981,2024-06-21 21:25:31.625,5,screenshot_2024-06-21T21_25_48.png
616,209,67.600635,2024-06-21 21:25:31.641,5,screenshot_2024-06-21T21_25_48.png
611,211,67.61729,2024-06-21 21:25:31.656,5,screenshot_2024-06-21T21_25_48.png
613,214,67.633945,2024-06-21 21:25:31.672,5,screenshot_2024-06-21T21_25_48.png
626,212,67.650599,2024-06-21 21:25:31.688,5,screenshot_2024-06-21T21_25_48.png
619,208,67.667254,2024-06-21 21:25:31.704,5,screenshot_2024-06-21T21_25_48.png
616,210,67.683908,2024-06-21 21:25:31.720,5,screenshot_2024-06-21T21_25_48.png
616,209,67.700562,2024-06-21 21:25:31.742,5,screenshot_2024-06-21T21_25_48.png
616,216,67.717217,2024-06-21 21:25:31.753,5,screenshot_2024-06-21T21_25_48.png
622,219,67.733872,2024-06-21 21:25:31.769,5,screenshot_2024-06-21T21_25_48.png
619,221,67.750527,2024-06-21 21:25:31.784,5,screenshot_2024-06-21T21_25_48.png
613,225,67.767181,2024-06-21 21:25:31.801,5,screenshot_2024-06-21T21_25_48.png
609,228,67.783835,2024-06-21 21:25:31.817,5,screenshot_2024-06-21T21_25_48.png
612,225,67.80049,2024-06-21 21:25:31.832,5,screenshot_2024-06-21T21_25_48.png
615,224,67.817144,2024-06-21 21:25:31.848,5,screenshot_2024-06-21T21_25_48.png
612,228,67.833799,2024-06-21 21:25:31.863,5,screenshot_2024-06-21T21_25_48.png
616,222,67.850454,2024-06-21 21:25:31.879,5,screenshot_2024-06-21T21_25_48.png
625,227,67.867108,2024-06-21 21:25:31.900,5,screenshot_2024-06-21T21_25_48.png
707,235,67.883762,2024-06-21 21:25:31.911,5,screenshot_2024-06-21T21_25_48.png
745,232,67.900417,2024-06-21 21:25:31.942,5,screenshot_2024-06-21T21_25_48.png
750,228,67.917071,2024-06-21 21:25:31.958,5,screenshot_2024-06-21T21_25_48.png
745,225,67.93372600000001,2024-06-21 21:25:31.974,5,screenshot_2024-06-21T21_25_48.png
756,227,67.95038100000001,2024-06-21 21:25:31.989,5,screenshot_2024-06-21T21_25_48.png
761,229,67.967035,2024-06-21 21:25:32.006,5,screenshot_2024-06-21T21_25_48.png
760,233,67.983689,2024-06-21 21:25:32.022,5,screenshot_2024-06-21T21_25_48.png
761,237,68.000344,2024-06-21 21:25:32.038,5,screenshot_2024-06-21T21_25_48.png
759,234,68.016999,2024-06-21 21:25:32.054,5,screenshot_2024-06-21T21_25_48.png
756,228,68.033653,2024-06-21 21:25:32.069,5,screenshot_2024-06-21T21_25_48.png
749,227,68.050308,2024-06-21 21:25:32.085,5,screenshot_2024-06-21T21_25_48.png
759,219,68.066963,2024-06-21 21:25:32.101,5,screenshot_2024-06-21T21_25_48.png
791,218,68.083616,2024-06-21 21:25:32.116,5,screenshot_2024-06-21T21_25_48.png
796,225,68.100271,2024-06-21 21:25:32.132,5,screenshot_2024-06-21T21_25_48.png
789,228,68.116926,2024-06-21 21:25:32.148,5,screenshot_2024-06-21T21_25_48.png
788,233,68.13358,2024-06-21 21:25:32.163,5,screenshot_2024-06-21T21_25_48.png
794,234,68.150235,2024-06-21 21:25:32.179,5,screenshot_2024-06-21T21_25_48.png
791,231,68.16689,2024-06-21 21:25:32.208,5,screenshot_2024-06-21T21_25_48.png
785,230,68.183544,2024-06-21 21:25:32.210,5,screenshot_2024-06-21T21_25_48.png
753,227,68.200198,2024-06-21 21:25:32.241,5,screenshot_2024-06-21T21_25_48.png
652,210,68.216853,2024-06-21 21:25:32.256,5,screenshot_2024-06-21T21_25_48.png
626,203,68.233507,2024-06-21 21:25:32.272,5,screenshot_2024-06-21T21_25_48.png
631,207,68.250162,2024-06-21 21:25:32.288,5,screenshot_2024-06-21T21_25_48.png
637,209,68.266817,2024-06-21 21:25:32.308,5,screenshot_2024-06-21T21_25_48.png
643,212,68.283472,2024-06-21 21:25:32.311,5,screenshot_2024-06-21T21_25_48.png
647,216,68.300125,2024-06-21 21:25:32.327,5,screenshot_2024-06-21T21_25_48.png
644,216,68.31678,2024-06-21 21:25:32.343,5,screenshot_2024-06-21T21_25_48.png
643,215,68.333435,2024-06-21 21:25:32.374,5,screenshot_2024-06-21T21_25_48.png
643,209,68.350089,2024-06-21 21:25:32.389,5,screenshot_2024-06-21T21_25_48.png
643,204,68.366744,2024-06-21 21:25:32.405,5,screenshot_2024-06-21T21_25_48.png
639,201,68.383399,2024-06-21 21:25:32.421,5,screenshot_2024-06-21T21_25_48.png
650,205,68.400052,2024-06-21 21:25:32.437,5,screenshot_2024-06-21T21_25_48.png
685,212,68.416707,2024-06-21 21:25:32.452,5,screenshot_2024-06-21T21_25_48.png
704,210,68.433362,2024-06-21 21:25:32.468,5,screenshot_2024-06-21T21_25_48.png
696,217,68.450016,2024-06-21 21:25:32.484,5,screenshot_2024-06-21T21_25_48.png
687,218,68.466671,2024-06-21 21:25:32.501,5,screenshot_2024-06-21T21_25_48.png
690,218,68.483326,2024-06-21 21:25:32.515,5,screenshot_2024-06-21T21_25_48.png
682,216,68.499979,2024-06-21 21:25:32.531,5,screenshot_2024-06-21T21_25_48.png
683,212,68.516634,2024-06-21 21:25:32.546,5,screenshot_2024-06-21T21_25_48.png
685,222,68.533289,2024-06-21 21:25:32.562,5,screenshot_2024-06-21T21_25_48.png
752,222,68.549944,2024-06-21 21:25:32.585,5,screenshot_2024-06-21T21_25_48.png
818,217,68.566598,2024-06-21 21:25:32.601,5,screenshot_2024-06-21T21_25_48.png
882,215,68.583253,2024-06-21 21:25:32.609,5,screenshot_2024-06-21T21_25_48.png
883,220,68.599907,2024-06-21 21:25:32.641,5,screenshot_2024-06-21T21_25_48.png
882,220,68.616561,2024-06-21 21:25:32.657,5,screenshot_2024-06-21T21_25_48.png
874,213,68.633216,2024-06-21 21:25:32.672,5,screenshot_2024-06-21T21_25_48.png
874,211,68.649871,2024-06-21 21:25:32.688,5,screenshot_2024-06-21T21_25_48.png
882,212,68.66652500000001,2024-06-21 21:25:32.704,5,screenshot_2024-06-21T21_25_48.png
882,222,68.68318000000001,2024-06-21 21:25:32.720,5,screenshot_2024-06-21T21_25_48.png
888,224,68.699834,2024-06-21 21:25:32.735,5,screenshot_2024-06-21T21_25_48.png
883,224,68.716488,2024-06-21 21:25:32.751,5,screenshot_2024-06-21T21_25_48.png
874,219,68.733143,2024-06-21 21:25:32.767,5,screenshot_2024-06-21T21_25_48.png
879,213,68.749798,2024-06-21 21:25:32.782,5,screenshot_2024-06-21T21_25_48.png
885,223,68.766452,2024-06-21 21:25:32.802,5,screenshot_2024-06-21T21_25_48.png
919,222,68.783107,2024-06-21 21:25:32.814,5,screenshot_2024-06-21T21_25_48.png
966,217,68.799761,2024-06-21 21:25:32.830,5,screenshot_2024-06-21T21_25_48.png
1019,218,68.816416,2024-06-21 21:25:32.845,5,screenshot_2024-06-21T21_25_48.png
1020,222,68.83307,2024-06-21 21:25:32.865,5,screenshot_2024-06-21T21_25_48.png
1018,224,68.849725,2024-06-21 21:25:32.877,5,screenshot_2024-06-21T21_25_48.png
1018,220,68.86638,2024-06-21 21:25:32.909,5,screenshot_2024-06-21T21_25_48.png
1018,229,68.883034,2024-06-21 21:25:32.909,5,screenshot_2024-06-21T21_25_48.png
1019,226,68.899688,2024-06-21 21:25:32.942,5,screenshot_2024-06-21T21_25_48.png
1025,224,68.916343,2024-06-21 21:25:32.957,5,screenshot_2024-06-21T21_25_48.png
1029,230,68.932997,2024-06-21 21:25:32.973,5,screenshot_2024-06-21T21_25_48.png
1023,225,68.949652,2024-06-21 21:25:32.989,5,screenshot_2024-06-21T21_25_48.png
1018,229,68.966307,2024-06-21 21:25:33.005,5,screenshot_2024-06-21T21_25_48.png
1019,235,68.982961,2024-06-21 21:25:33.021,5,screenshot_2024-06-21T21_25_48.png
1009,229,68.999615,2024-06-21 21:25:33.037,5,screenshot_2024-06-21T21_25_48.png
1008,224,69.01627,2024-06-21 21:25:33.052,5,screenshot_2024-06-21T21_25_48.png
1014,223,69.032924,2024-06-21 21:25:33.068,5,screenshot_2024-06-21T21_25_48.png
1020,224,69.049579,2024-06-21 21:25:33.084,5,screenshot_2024-06-21T21_25_48.png
1000,229,69.066234,2024-06-21 21:25:33.103,5,screenshot_2024-06-21T21_25_48.png
932,223,69.082889,2024-06-21 21:25:33.115,5,screenshot_2024-06-21T21_25_48.png
918,211,69.099542,2024-06-21 21:25:33.132,5,screenshot_2024-06-21T21_25_48.png
921,208,69.116197,2024-06-21 21:25:33.148,5,screenshot_2024-06-21T21_25_48.png
924,212,69.132852,2024-06-21 21:25:33.163,5,screenshot_2024-06-21T21_25_48.png
924,218,69.149506,2024-06-21 21:25:33.179,5,screenshot_2024-06-21T21_25_48.png
924,216,69.166161,2024-06-21 21:25:33.204,5,screenshot_2024-06-21T21_25_48.png
927,215,69.182816,2024-06-21 21:25:33.211,5,screenshot_2024-06-21T21_25_48.png
925,219,69.19946900000001,2024-06-21 21:25:33.242,5,screenshot_2024-06-21T21_25_48.png
927,225,69.216124,2024-06-21 21:25:33.257,5,screenshot_2024-06-21T21_25_48.png
929,217,69.232779,2024-06-21 21:25:33.273,5,screenshot_2024-06-21T21_25_48.png
927,213,69.249433,2024-06-21 21:25:33.289,5,screenshot_2024-06-21T21_25_48.png
931,225,69.266088,2024-06-21 21:25:33.305,5,screenshot_2024-06-21T21_25_48.png
932,223,69.282743,2024-06-21 21:25:33.322,5,screenshot_2024-06-21T21_25_48.png
931,227,69.299396,2024-06-21 21:25:33.337,5,screenshot_2024-06-21T21_25_48.png
929,237,69.316051,2024-06-21 21:25:33.353,5,screenshot_2024-06-21T21_25_48.png
930,234,69.332706,2024-06-21 21:25:33.368,5,screenshot_2024-06-21T21_25_48.png
934,227,69.349361,2024-06-21 21:25:33.384,5,screenshot_2024-06-21T21_25_48.png
945,231,69.366015,2024-06-21 21:25:33.405,5,screenshot_2024-06-21T21_25_48.png
997,238,69.38267,2024-06-21 21:25:33.416,5,screenshot_2024-06-21T21_25_48.png
1016,228,69.39932400000001,2024-06-21 21:25:33.432,5,screenshot_2024-06-21T21_25_48.png
1019,229,69.415978,2024-06-21 21:25:33.457,5,screenshot_2024-06-21T21_25_48.png
1017,241,69.432633,2024-06-21 21:25:33.464,5,screenshot_2024-06-21T21_25_48.png
1016,240,69.449288,2024-06-21 21:25:33.480,5,screenshot_2024-06-21T21_25_48.png
1020,234,69.465942,2024-06-21 21:25:33.505,5,screenshot_2024-06-21T21_25_48.png
1025,237,69.482597,2024-06-21 21:25:33.512,5,screenshot_2024-06-21T21_25_48.png
1019,240,69.499251,2024-06-21 21:25:33.527,5,screenshot_2024-06-21T21_25_48.png
1016,241,69.515905,2024-06-21 21:25:33.543,5,screenshot_2024-06-21T21_25_48.png
1015,238,69.53256,2024-06-21 21:25:33.575,5,screenshot_2024-06-21T21_25_48.png
1017,216,69.549215,2024-06-21 21:25:33.577,5,screenshot_2024-06-21T21_25_48.png
1104,241,69.565869,2024-06-21 21:25:33.607,5,screenshot_2024-06-21T21_25_48.png
1130,248,69.582524,2024-06-21 21:25:33.623,5,screenshot_2024-06-21T21_25_48.png
1133,245,69.599179,2024-06-21 21:25:33.639,5,screenshot_2024-06-21T21_25_48.png
1129,242,69.615833,2024-06-21 21:25:33.657,5,screenshot_2024-06-21T21_25_48.png
1129,231,69.632487,2024-06-21 21:25:33.671,5,screenshot_2024-06-21T21_25_48.png
1126,226,69.649142,2024-06-21 21:25:33.688,5,screenshot_2024-06-21T21_25_48.png
1122,229,69.665797,2024-06-21 21:25:33.706,5,screenshot_2024-06-21T21_25_48.png
1123,224,69.682451,2024-06-21 21:25:33.720,5,screenshot_2024-06-21T21_25_48.png
1124,227,69.699106,2024-06-21 21:25:33.736,5,screenshot_2024-06-21T21_25_48.png
1125,241,69.71576,2024-06-21 21:25:33.751,5,screenshot_2024-06-21T21_25_48.png
1125,244,69.732414,2024-06-21 21:25:33.767,5,screenshot_2024-06-21T21_25_48.png
1121,235,69.749069,2024-06-21 21:25:33.790,5,screenshot_2024-06-21T21_25_48.png
1123,235,69.765724,2024-06-21 21:25:33.807,5,screenshot_2024-06-21T21_25_48.png
1169,238,69.782378,2024-06-21 21:25:33.816,5,screenshot_2024-06-21T21_25_48.png
1193,237,69.799033,2024-06-21 21:25:33.832,5,screenshot_2024-06-21T21_25_48.png
1206,235,69.815687,2024-06-21 21:25:33.847,5,screenshot_2024-06-21T21_25_48.png
1210,232,69.832341,2024-06-21 21:25:33.863,5,screenshot_2024-06-21T21_25_48.png
1210,236,69.848996,2024-06-21 21:25:33.878,5,screenshot_2024-06-21T21_25_48.png
1213,236,69.865651,2024-06-21 21:25:33.907,5,screenshot_2024-06-21T21_25_48.png
1210,238,69.882306,2024-06-21 21:25:33.910,5,screenshot_2024-06-21T21_25_48.png
1211,244,69.89896,2024-06-21 21:25:33.941,5,screenshot_2024-06-21T21_25_48.png
1206,237,69.915614,2024-06-21 21:25:33.957,5,screenshot_2024-06-21T21_25_48.png
1200,230,69.932269,2024-06-21 21:25:33.973,5,screenshot_2024-06-21T21_25_48.png
1206,232,69.948923,2024-06-21 21:25:33.989,5,screenshot_2024-06-21T21_25_48.png
